response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_black,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Don't know,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Wayne, Clinton",85 percent or higher,Cell,1,0.9075,0.7125,0.4831,0.724
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Don't know,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Wayne, Clinton",50 to 85 percent,Cell,1,0.7838,0.7756,0.5984,0.8043
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",50 to 64,White,"Oakland, Trump",Less than 50 percent,Landline,1,0.2522,0.4007,1.0498,0.4665
Dem,18 to 34,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.74,0.9291,0.7174,0.938
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",65 and older,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9871,0.5682,0.3028,0.5713
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Wayne, Trump",50 to 85 percent,Cell,1,0.5871,1.1284,1.0828,1.1644
Dem,18 to 34,Some college or trade school,Other,Male,White,oppose,Approve,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,agree,18 to 29,Some College Educ.,Democratic,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,Other Non-White,"Wayne, Trump",50 to 85 percent,Cell,0.8889,0.7193,0.9607,0.6607,0.9497
Und,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Clinton",Less than 50 percent,Landline,1,0.4864,0.6637,0.8095,0.7004
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Don't know,agree,65 and older,4-year College Grad.,Republican,Male,Very likely,Democrat,"White, 4-Year College Grads",65 and older,Unknown,"Oakland, Trump",85 percent or higher,Cell,1,0.9869,1.49,0.94,1.498
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9569,0.6134,0.3826,0.6141
Rep,18 to 34,Some college or trade school,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,"Wayne, Clinton",85 percent or higher,Cell,0.8889,0.912,1.373,0.8781,1.3589
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,disagree,18 to 29,4-year College Grad.,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",18 to 34,White,"Wayne, Trump",50 to 85 percent,Landline,0.8889,0.5778,0.779,0.6529,0.6833
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,65 and older,Some College Educ.,Other,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,"Wayne, Trump",50 to 85 percent,Landline,1,0.8434,1.0843,0.6129,1.1124
Dem,35 to 49,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Clinton",50 to 85 percent,Cell,1,0.7924,0.8965,0.7341,0.9281
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Oakland, Clinton",Less than 50 percent,Cell,1,0.4903,0.5516,0.7143,0.5815
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.9927,0.6402,0.36,0.6465
Und,50 to 64,Graduate or Professional Degree,Unknown,Male,Other,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,disagree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,Unknown,"Oakland, Clinton",50 to 85 percent,Cell,1,0.5189,0.7567,0.8767,0.8427
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Check,oppose,Reps. keep House,Don't know,Don't know,Do not believe,disagree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,or as a member of another political party,"White, 4-Year College Grads",50 to 64,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9832,0.6242,0.3307,0.627
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Approve,Check,support,Dems. take House,Don't know,Don't know,Do not believe,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,0.4444,0.9845,1.2554,0.7651,1.2366
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.9824,1.1432,0.7184,1.1541
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,"Wayne, Clinton",50 to 85 percent,Cell,1,0.7181,0.9679,0.685,1.0177
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,oppose,Reps. keep House,Don't know,Don't know,Don't know,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Clinton",50 to 85 percent,Cell,0.8889,0.7256,1.1223,1.0397,1.1566
Dem,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9926,0.8479,0.5223,0.8564
Und,18 to 34,Graduate or Professional Degree,Unknown,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,Unknown,"Oakland, Clinton",50 to 85 percent,Cell,1,0.679,0.7575,0.6178,0.8039
Dem,65 and older,Some college or trade school,White,Male,White,support,Disapp.,Don't know,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Other,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.706,1.3815,1.1698,1.4
Dem,50 to 64,Graduate or Professional Degree,White,Male,Black,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9496,0.5685,0.3208,0.575
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Don't know,Believe,disagree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,"Wayne, Trump",Less than 50 percent,Landline,0.7778,0.2415,0.7249,1.8478,0.8464
Und,35 to 49,Some college or trade school,White,Female,White,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Oakland, Trump",Less than 50 percent,Cell,0.7778,0.1054,0.7219,3.8486,0.4616
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Landline,1,0.9877,2.2209,2.311,2.2333
Dem,50 to 64,Bachelors' degree,Asian,Male,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Oakland, Clinton",50 to 85 percent,Landline,1,0.7541,0.8705,0.7071,0.9081
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Disapp.,Check,oppose,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",85 percent or higher,Cell,0,0.9953,0.6493,0.3941,0.6063
Rep,65 and older,Bachelors' degree,Unknown,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,"Wayne, Trump",85 percent or higher,Landline,1,0.9923,1.1695,0.5851,1.1812
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9831,1.02,0.746,1.0297
Rep,65 and older,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,65 and older,Unknown,"Oakland, Trump",85 percent or higher,Cell,1,0.9936,1.3553,1.1583,1.369
Und,[DO NOT READ] Refused,High school,White,Female,White,Don't know,Disapp.,Check,support,Don't know,Don't know,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Clinton",85 percent or higher,Landline,0,0.8682,2.1648,2.3464,1.1939
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9814,0.9542,0.6849,0.9633
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Other,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.5747,0.7736,0.7275,0.8001
Dem,65 and older,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.9126,2.7703,2.6613,2.7692
Rep,50 to 64,High school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Don't know,disagree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9893,2.4387,2.4627,2.4624
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Wayne, Clinton",85 percent or higher,Landline,1,0.9921,1.2003,0.6668,1.2122
Dem,18 to 34,Some college or trade school,Other,Female,Other,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Female,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,"Oakland, Clinton",Less than 50 percent,Cell,1,0.4786,0.684,0.9101,0.7736
Rep,35 to 49,Graduate or Professional Degree,Unknown,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Trump",Less than 50 percent,Cell,1,0.4387,0.4394,0.6922,0.5056
Dem,65 and older,High school,Other,Female,White,oppose,Disapp.,Don't know,support,Dems. take House,Don't know,Unfavorable,Believe,Don't know,65 and older,High School Grad. or Less,Other,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",65 and older,Other Non-White,"Oakland, Clinton",Less than 50 percent,Landline,0,0.133,1.4489,8.2556,0.3068
Rep,50 to 64,Graduate or Professional Degree,Asian,Male,Asian,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,"Oakland, Clinton",85 percent or higher,Cell,1,0.979,0.6359,0.4055,0.642
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,White,Don't know,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Do not believe,agree,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.986,1.0827,0.9,1.093
Dem,65 and older,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",65 and older,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.9886,0.9622,0.5668,0.9678
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Trump",85 percent or higher,Cell,1,0.9955,1.31,1.0707,1.3209
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Support,Don't know,Don't know,Favorable,Unfavorable,Believe,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.9941,0.5439,0.3339,0.5494
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",85 percent or higher,Cell,1,0.8769,0.5972,0.404,0.5973
Und,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Don't know,Approve,Don't know,Don't know,Don't know,Don't know,Don't know,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, 4-Year College Grads",65 and older,White,"Oakland, Trump",85 percent or higher,Landline,1,0.9898,1.0947,0.6526,1.1054
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Don't know,Approve,Support,support,Reps. keep House,Don't know,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,"Wayne, Trump",Less than 50 percent,Cell,1,0.4347,0.3424,0.3893,0.3947
Dem,35 to 49,Graduate or Professional Degree,White,Female,Asian,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,"Wayne, Trump",85 percent or higher,Landline,1,0.9837,0.5791,0.3296,0.5847
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.5691,1.056,1.1659,1.0935
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Wayne, Trump",Less than 50 percent,Landline,1,0.4354,0.664,0.9215,0.7652
Dem,50 to 64,Graduate or Professional Degree,White,Female,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,50 to 64,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9199,0.6877,0.4808,0.6978
Dem,[DO NOT READ] Refused,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Black,"Oakland, Clinton",50 to 85 percent,Landline,1,0.5712,2.6088,1.6016,2.7003
Dem,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,Some College Educ.,Democratic,Female,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown,"Wayne, Trump",Less than 50 percent,Cell,0.6667,0.1138,0.6053,2.1678,0.4492
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,Disapp.,Check,oppose,Don't know,Unfavorable,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,"Wayne, Clinton",Less than 50 percent,Cell,0.7778,0.4769,0.7514,1.0278,0.7299
Dem,35 to 49,Some college or trade school,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Wayne, Trump",85 percent or higher,Cell,1,0.9924,0.9419,0.6044,0.9512
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,"Wayne, Trump",85 percent or higher,Cell,1,0.9921,1.3279,0.708,1.3411
Dem,50 to 64,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Unknown,"Wayne, Clinton",85 percent or higher,Cell,1,0.868,1.0183,0.7408,1.0406
Dem,50 to 64,High school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Don't know,agree,45 to 64,High School Grad. or Less,Other,Male,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.8032,2.6837,3.3259,2.7727
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,"Oakland, Clinton",85 percent or higher,Landline,1,0.9684,0.5439,0.3428,0.5493
Und,35 to 49,Some college or trade school,White,Male,White,support,Approve,Support,support,Don't know,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,"Wayne, Trump",Less than 50 percent,Cell,0.8889,0.4288,0.6698,1.0332,0.7462
Dem,35 to 49,Graduate or Professional Degree,Asian,Male,Asian,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Oakland, Trump",85 percent or higher,Landline,1,0.9504,0.7226,0.5516,0.7308
Dem,50 to 64,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,"Oakland, Trump",50 to 85 percent,Cell,1,0.8285,1.2039,0.9733,1.2382
Rep,35 to 49,Bachelors' degree,White,Female,White,support,Approve,Support,support,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,"Wayne, Trump",50 to 85 percent,Cell,1,0.8087,0.7927,0.5384,0.8182
Dem,18 to 34,Some college or trade school,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,Unknown,"Oakland, Clinton",50 to 85 percent,Cell,1,0.7571,1.0698,0.8212,1.1153
Rep,50 to 64,Some college or trade school,White,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Democrat,Nonwhite,50 to 64,White,"Oakland, Trump",85 percent or higher,Landline,1,0.8781,1.2015,0.9528,1.2259
Und,65 and older,High school,Unknown,Female,White,support,Don't know,Check,Don't know,Dems. take House,Favorable,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,"Wayne, Clinton",85 percent or higher,Landline,0.8889,0.8992,3.349,2.9658,3.3781
Dem,35 to 49,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,"Oakland, Clinton",85 percent or higher,Cell,0.6667,0.906,0.6868,0.5246,0.6266
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Don't know,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Clinton",50 to 85 percent,Landline,1,0.6487,0.8563,1.1362,0.8746
Dem,35 to 49,Graduate or Professional Degree,Other,Female,Asian,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Wayne, Trump",85 percent or higher,Cell,1,0.9944,0.5672,0.33,0.573
Rep,35 to 49,Bachelors' degree,Other,Male,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",35 to 49,Other Non-White,"Wayne, Clinton",50 to 85 percent,Cell,0.8889,0.5974,1.3133,1.4721,1.1552
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,"Wayne, Clinton",85 percent or higher,Cell,1,0.98740000000000006,0.768,0.4453,0.7754
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9012,1.2015,0.9284,1.2219
Rep,35 to 49,Bachelors' degree,White,Male,White,oppose,Don't know,Support,support,Reps. keep House,Don't know,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",85 percent or higher,Cell,1,0.9701,1.1491,0.9041,1.1604
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,Other Non-White,"Wayne, Clinton",85 percent or higher,Cell,1,0.9796,0.7587,0.5016,0.766
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,"Wayne, Trump",85 percent or higher,Cell,1,0.98,0.9419,0.6121,0.9509
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,"Wayne, Trump",Less than 50 percent,Cell,1,0.4134,0.5797,0.7675,0.6751
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Don't know,Do not believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,"Oakland, Trump",50 to 85 percent,Cell,1,0.8411,0.9197,0.7749,0.9211
