response,ager,educ,file_race,gender,race_eth,APPKAV,approve,CHECK,FEMINISM,genballot,hdem_fav,hrep_fav,KAVASST,WOMEN,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,35 to 49,Non-White,Lower Bucks,85 percent or higher,Cell,1,0.8517,1.0493,0.8884,1.0441
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Lower Bucks,50 to 85 percent,Landline,1,0.8127,0.6971,0.4462,0.7146
Dem,18 to 34,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6304,0.9397,0.8689,1.0039
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9727,0.8846,0.4623,0.8879
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Don't know,Favorable,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9907,1.0161,0.756,1.02
Rep,65 and older,Grade school,White,Male,White,support,Approve,Check,support,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9722,2.2393,1.5212,2.2477
Dem,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Female,[DO NOT READ] Don't know/Refused,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.9932,0.4837,0.2141,0.4798
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",35 to 49,Unknown,Middle/Upper Bucks,50 to 85 percent,Landline,0.4444,0.6615,0.6923,0.5502,0.504
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.6068,1.3819,1.1907,1.4864
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.3909,0.937,1.5197,1.0972
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Somewhat likely,Democrat,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,0.4444,0.8562,0.4498,0.2089,0.3724
Rep,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,oppose,Reps. keep House,Favorable,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7097,0.9461,0.6885,0.9907
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9884,2.2242,1.6773,2.2322
Rep,50 to 64,Graduate or Professional Degree,Other,Female,White,Don't know,Approve,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Republican,Female,Not very likely,Republican,"White, 4-Year College Grads",50 to 64,Non-White,Lower Bucks,50 to 85 percent,Cell,0.1111,0.7217,0.9343,0.5818,0.5013
Dem,65 and older,Grade school,White,Female,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Check,Don't know,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,[DO NOT READ] Don't know/Refused,65 and older,White,Lower Bucks,50 to 85 percent,Landline,0.2222,0.6982,1.8398,1.6319,1.0354
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Lower Bucks,50 to 85 percent,Cell,1,0.7035,0.4914,0.2594,0.5153
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Don't know,Don't know,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9787,1.265,0.7236,1.2695
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Favorable,Don't know,agree,18 to 29,Postgraduate Degree,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Lower Bucks,Less than 50 percent,Cell,0.5556,0.3995,0.4532,0.6845,0.3139
Dem,50 to 64,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9769,2.4769,2.2709,2.4857
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Unfavorable,Do not believe,Don't know,65 and older,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Lower Bucks,85 percent or higher,Landline,1,0.9795,0.7998,0.3061,0.798
Und,18 to 34,High school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,18 to 29,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.6667,0.4934,1.8854,3.4229,1.4443
Rep,50 to 64,High school,White,Female,White,oppose,Approve,Check,Don't know,Dems. take House,Unfavorable,Don't know,Believe,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,50 to 85 percent,Landline,1,0.6927,2.2185,2.335,2.3323
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,Don't know,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9907,0.6432,0.2843,0.6456
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9165,0.7998,0.4926,0.807
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.7091,1.146,0.7178,1.2002
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9917,0.7114,0.426,0.7141
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Favorable,Unfavorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.8704,0.755,0.5662,0.7666
Dem,18 to 34,Some college or trade school,White,Female,White,oppose,Approve,Check,support,Reps. keep House,Don't know,Unfavorable,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.5556,0.4446,0.8491,1.815,0.5975
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.4621,1.407,2.2573,1.4855
Dem,65 and older,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9636,0.7659,0.4205,0.7691
Dem,50 to 64,Some college or trade school,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9429,0.8726,0.6297,0.8676
Dem,65 and older,Some college or trade school,White,Female,White,support,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9858,0.8427,0.5353,0.8419
Rep,35 to 49,High school,Unknown,Female,White,support,Don't know,Don't know,support,Don't know,Unfavorable,Favorable,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Middle/Upper Bucks,Less than 50 percent,Landline,0.8889,0.2779,2.4531,7.5889,2.1069
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,support,Reps. keep House,Don't know,Favorable,Don't know,agree,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Montgomery,85 percent or higher,Cell,1,0.8649,0.5375,0.4007,0.5462
Dem,65 and older,High school,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9835,2.4083,1.7882,2.4048
Rep,35 to 49,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9784,1.1528,0.6692,1.1569
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Don't know,Support,support,Don't know,Don't know,Favorable,Don't know,agree,18 to 29,Some College Educ.,Other,Female,Not very likely,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,0.4444,0.4323,0.8491,1.8665,0.4498
Rep,18 to 34,Some college or trade school,White,Female,Hispanic,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,White,Lower Bucks,85 percent or higher,Cell,1,0.8556,0.5665,0.4743,0.5766
Dem,50 to 64,Bachelors' degree,Unknown,Male,Asian,support,Approve,Check,support,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Unknown,Montgomery,50 to 85 percent,Landline,1,0.7168,0.8528,0.564,0.8915
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,Unknown,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,Unknown,Montgomery,85 percent or higher,Landline,1,0.9211,0.7029,0.6198,0.7088
Dem,35 to 49,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Check,oppose,Dems. take House,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,White,Lower Bucks,Less than 50 percent,Cell,1,0.3983,0.72,1.2432,0.8399
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Favorable,Believe,agree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,or as a member of another political party,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.2962,0.8395,1.8732,1.0433
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Don't know,agree,18 to 29,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Lower Bucks,Less than 50 percent,Cell,1,0.2715,0.7291,1.3377,0.9239
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5341,1.285,1.1377,1.4147
Dem,50 to 64,Bachelors' degree,White,Female,White,support,Disapp.,Check,oppose,Dems. take House,Favorable,Favorable,Don't know,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Montgomery,85 percent or higher,Landline,1,0.8681,0.93,0.6306,0.9447
Dem,35 to 49,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Unfavorable,Unfavorable,Believe,agree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.6552,1.2509,1.1431,1.3275
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Believe,agree,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9254,0.8427,0.5702,0.8493
Rep,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.531,0.7617,0.8926,0.8396
Dem,65 and older,High school,Unknown,Female,White,Don't know,Disapp.,Don't know,support,Don't know,Favorable,Unfavorable,Do not believe,agree,65 and older,High School Grad. or Less,Democratic,Female,Not very likely,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Lower Bucks,85 percent or higher,Landline,0.2222,0.9334,1.6462,1.0927,1.2998
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Favorable,Do not believe,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Montgomery,50 to 85 percent,Cell,0.8889,0.6938,0.8161,0.8514,0.8408
Rep,18 to 34,High school,White,Male,Hispanic,Don't know,Approve,Support,Don't know,Reps. keep House,Unfavorable,Unfavorable,Don't know,agree,18 to 29,High School Grad. or Less,Other,Male,Almost certain,Republican,Nonwhite,18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.3939,2.0837,5.4124,2.4363
Rep,18 to 34,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Reps. keep House,Unfavorable,Favorable,Believe,agree,18 to 29,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Montgomery,85 percent or higher,Cell,1,0.8556,0.5501,0.5442,0.5598
Rep,18 to 34,Bachelors' degree,White,Female,Asian,support,Approve,Support,support,Reps. keep House,Unfavorable,Don't know,Don't know,agree,18 to 29,4-year College Grad.,Republican,Female,Almost certain,Republican,Nonwhite,18 to 34,White,Montgomery,Less than 50 percent,Cell,1,0.2157,0.7614,2.2973,1.017
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.8128,0.5321,0.3587,0.5455
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Don't know,Disapp.,Check,oppose,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,Postgraduate Degree,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,50 to 85 percent,Cell,0.3333,0.7262,0.6324,0.6025,0.529
Dem,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Reps. keep House,Favorable,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9834,1.0161,0.7617,1.0197
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Approve,Support,Don't know,Reps. keep House,Don't know,Favorable,Do not believe,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,50 to 85 percent,Cell,1,0.5137,0.7713,0.7914,0.8555
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9851,0.9384,0.7167,0.9417
Und,35 to 49,High school,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Middle/Upper Bucks,50 to 85 percent,Landline,1,0.6324,2.652,3.9354,2.8317
Dem,50 to 64,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Independent (No party),Nonwhite,50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.8527,0.6607,0.4691,0.6574
Rep,50 to 64,Some college or trade school,Unknown,Female,Hispanic,support,Disapp.,Check,oppose,Dems. take House,Unfavorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Unknown,Lower Bucks,Less than 50 percent,Cell,1,0.4594,0.7723,1.0645,0.816
Und,65 and older,Graduate or Professional Degree,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Disapp.,Don't know,Don't know,Dems. take House,Don't know,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9953,0.706,0.4003,0.7091
Dem,35 to 49,Bachelors' degree,Asian,Male,Asian,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.4137,1.9181,2.8899,2.2202
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Favorable,Believe,agree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9239,1.1683,0.7226,1.1777
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9798,1.0491,0.5092,1.0528
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Unfavorable,Believe,agree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.4749,0.5415,0.6774,0.6098
Dem,35 to 49,Some college or trade school,Black,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,30 to 44,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,35 to 49,Non-White,Lower Bucks,Less than 50 percent,Cell,1,0.3167,1.0557,2.1309,1.177
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,18 to 29,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Lower Bucks,50 to 85 percent,Cell,1,0.7185,0.4333,0.325,0.4528
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Do not believe,Don't know,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Montgomery,Less than 50 percent,Cell,1,0.4364,1.0341,1.412,1.184
Dem,35 to 49,Some college or trade school,Other,Male,Asian,support,Disapp.,Check,oppose,Dems. take House,Don't know,Don't know,Do not believe,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Montgomery,85 percent or higher,Cell,1,0.8555,0.9219,0.804,0.9382
Dem,50 to 64,Some college or trade school,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Don't know,agree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,Lower Bucks,50 to 85 percent,Cell,1,0.5288,0.7075,0.8485,0.7803
Rep,50 to 64,Some college or trade school,White,Female,White,support,Approve,Support,support,Don't know,Don't know,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,85 percent or higher,Cell,1,0.9747,0.7694,0.5177,0.7723
Dem,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Democrat,[DO NOT READ] Don't know/Refused,35 to 49,White,Montgomery,85 percent or higher,Cell,1,0.9327,0.7827,0.5115,0.778
Rep,35 to 49,Graduate or Professional Degree,White,Male,Black,support,Approve,Support,support,Reps. keep House,Unfavorable,Favorable,Do not believe,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,or as a member of another political party,Nonwhite,35 to 49,White,Lower Bucks,85 percent or higher,Cell,1,0.9832,0.5316,0.2839,0.5334
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9641,1.0491,0.5174,1.0535
Rep,50 to 64,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Don't know,Do not believe,disagree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,50 to 64,White,Middle/Upper Bucks,85 percent or higher,Cell,1,0.9856,0.9448,0.639,0.9482
Rep,50 to 64,Some college or trade school,White,Male,White,support,Approve,Support,Don't know,Reps. keep House,Favorable,Favorable,Don't know,agree,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Lower Bucks,50 to 85 percent,Cell,1,0.8235,0.7816,0.5257,0.7997
Dem,65 and older,Bachelors' degree,White,Male,Black,oppose,Disapp.,Check,support,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,65 and older,White,Montgomery,85 percent or higher,Cell,1,0.9947,0.7172,0.326,0.7185
Dem,65 and older,Some college or trade school,White,Male,White,oppose,Disapp.,Check,Don't know,Dems. take House,Favorable,Unfavorable,Believe,agree,65 and older,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lower Bucks,50 to 85 percent,Landline,1,0.6188,0.7164,0.622,0.7307
Rep,35 to 49,Graduate or Professional Degree,Unknown,Male,[DO NOT READ] Don't know/Refused,support,Approve,Support,oppose,Reps. keep House,Unfavorable,Favorable,Don't know,agree,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,[DO NOT READ] Don't know/Refused,35 to 49,Unknown,Montgomery,85 percent or higher,Cell,1,0.9747,0.5045,0.3001,0.503
Dem,35 to 49,Bachelors' degree,Hispanic,Female,White,oppose,Disapp.,Check,support,Dems. take House,Favorable,Don't know,Don't know,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,Middle/Upper Bucks,85 percent or higher,Landline,1,0.9401,1.6787,1.0644,1.669
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Check,support,Dems. take House,Don't know,Don't know,Believe,agree,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Middle/Upper Bucks,Less than 50 percent,Cell,1,0.404,0.6437,1.1949,0.7487
