response,ager,educ,file_race,gender,race_eth,APPKAV,approve,genballot,hdem_fav,hrep_fav,NAFTA,TARIFF,TAXREFORM,TRUMPECON,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Und,35 to 49,Graduate or Professional Degree,White,Female,Other,oppose,Disapp.,Don't know,Don't know,Don't know,Oppose,Don't know,Oppose,disagree,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,0,0.5299,0.8986,0.8725,0.4476
Und,18 to 34,Bachelors' degree,White,Female,White,Don't know,Don't know,Don't know,Don't know,Don't know,Support,Support,Oppose,agree,30 to 44,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.386,0.5944,0.98,0.6488
Rep,35 to 49,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Oppose,Support,agree,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Lehigh,Less than 50 percent,Cell,1,0.4575,1.1805,1.5415,1.3504
Dem,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Lehigh,Less than 50 percent,Cell,1,0.234,0.7152,1.818,0.8452
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,Less than 50 percent,Landline,1,0.2873,1.4008,4.0662,1.7675
Und,50 to 64,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.9942,0.6921,0.2566,0.7008
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.5231,1.7456,1.39,1.9456
Und,50 to 64,Some college or trade school,White,Female,Hispanic,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Not at all likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Monroe/Northampton,Less than 50 percent,Landline,0,0.4342,0.7315,1.0469,0.2091
Dem,65 and older,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9906,1.1211,0.557,1.131
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9926,0.6069,0.207,0.6144
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.8096,0.728,0.353,0.7531
Und,35 to 49,High school,White,Male,White,support,Approve,Don't know,Don't know,Don't know,Oppose,Support,Support,Don't know,30 to 44,High School Grad. or Less,Republican,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Allentown/Bethlehem,Less than 50 percent,Cell,0.4444,0.3274,2.2254,6.0682,1.3921
Dem,35 to 49,Some college or trade school,Asian,Female,White,support,Approve,Reps. keep House,Don't know,Unfavorable,Support,Don't know,Support,agree,30 to 44,Some College Educ.,Other,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Non-White,Monroe/Northampton,Less than 50 percent,Cell,0,0.3156,1.4374,3.4441,0.3615
Dem,35 to 49,High school,Hispanic,Female,Hispanic,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,agree,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,0.2222,0.4111,2.3517,5.0691,1.6761
Dem,65 and older,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Don't know,agree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.991,0.6202,0.2586,0.6278
Rep,50 to 64,High school,White,Female,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Oppose,Support,agree,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Lehigh,85 percent or higher,Landline,0.7778,0.9275,1.5569,1.1734,1.5317
Dem,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9964,0.7238,0.302,0.7332
Rep,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,Don't know,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9878,0.6179,0.2946,0.6253
Rep,35 to 49,Bachelors' degree,Black,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Favorable,Oppose,Oppose,Oppose,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Non-White,Lehigh,50 to 85 percent,Landline,1,0.8474,1.571,0.7346,1.6144
Dem,35 to 49,Some college or trade school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9935,1.5856,0.7203,1.6054
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9953,0.5416,0.1968,0.5485
Dem,65 and older,High school,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.945,1.5574,1.1937,1.5617
Rep,18 to 34,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,18 to 29,4-year College Grad.,Other,Male,Not very likely,Republican,"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0,0.2828,0.6651,1.4667,0.2085
Rep,35 to 49,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Support,Support,Support,agree,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Lehigh,85 percent or higher,Landline,1,0.8887,1.5139,1.0392,1.546
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.6896,0.6698,0.3786,0.7106
Dem,18 to 34,High school,Hispanic,Male,Hispanic,support,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Oppose,disagree,18 to 29,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,0.8889,0.1174,1.6672,9.3906,2.0559
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.768,0.5312,0.2776,0.5538
Dem,18 to 34,Bachelors' degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Support,agree,30 to 44,4-year College Grad.,Republican,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Unknown,Monroe/Northampton,50 to 85 percent,Cell,0.4444,0.528,0.7124,0.7916,0.3378
Dem,65 and older,Bachelors' degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Oppose,Oppose,disagree,65 and older,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.9007,0.8491,0.4133,0.8656
Rep,50 to 64,Some college or trade school,Unknown,Female,[DO NOT READ] Don't know/Refused,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,Unknown,Monroe/Northampton,85 percent or higher,Cell,1,0.9931,0.7963,0.4978,0.8062
Rep,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Oppose,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,50 to 85 percent,Landline,1,0.8447,0.7865,0.3527,0.8086
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Allentown/Bethlehem,Less than 50 percent,Cell,0.8889,0.3795,2.3741,5.9411,2.4736
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,agree,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9885,0.5292,0.2096,0.5356
Rep,65 and older,Graduate or Professional Degree,Hispanic,Male,White,oppose,Disapp.,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.1803,0.6494,1.4972,0.9124
Dem,50 to 64,Some college or trade school,White,Male,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Don't know,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.857,0.9791,0.4922,1.0046
Rep,65 and older,Some college or trade school,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Lehigh,50 to 85 percent,Landline,1,0.5696,1.2666,1.2064,1.3896
Rep,65 and older,Bachelors' degree,White,Female,White,support,Disapp.,Dems. take House,Don't know,Favorable,Support,Oppose,Support,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9414,0.7604,0.384,0.7715
Rep,65 and older,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Don't know,Support,Support,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.8856,0.7604,0.4082,0.7769
Und,35 to 49,Graduate or Professional Degree,Unknown,Male,White,support,Disapp.,Dems. take House,Don't know,Don't know,Don't know,Support,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Monroe/Northampton,Less than 50 percent,Cell,0.8889,0.4165,0.7188,0.849,0.7415
Dem,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Don't know,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Support,Oppose,disagree,18 to 29,Postgraduate Degree,Other,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Allentown/Bethlehem,50 to 85 percent,Cell,0.7778,0.7672,0.5812,0.5021,0.562
Rep,50 to 64,High school,Unknown,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Lehigh,85 percent or higher,Cell,1,0.8795,1.4897,1.4735,1.5233
Rep,65 and older,Some college or trade school,White,Male,White,Don't know,Approve,Reps. keep House,Unfavorable,Unfavorable,Support,Support,Support,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,0.8889,0.9922,1.0743,0.5022,1.086
Dem,65 and older,High school,Unknown,Female,White,Don't know,Don't know,Dems. take House,Don't know,Don't know,Support,Don't know,Oppose,disagree,65 and older,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,Unknown,Monroe/Northampton,85 percent or higher,Landline,1,0.9102,1.525,1.3958,1.5528
Und,65 and older,Bachelors' degree,White,Male,White,support,Disapp.,Reps. keep House,Don't know,Unfavorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Cell,1,0.9232,0.9343,0.3912,0.9499
Dem,50 to 64,Bachelors' degree,Hispanic,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Non-White,Allentown/Bethlehem,85 percent or higher,Cell,1,0.9757,1.244,0.5393,1.259
Rep,50 to 64,Bachelors' degree,Unknown,Male,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,85 percent or higher,Cell,1,0.9907,0.6777,0.29,0.686
Und,18 to 34,Some college or trade school,White,Male,Hispanic,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,18 to 34,White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.2834,0.9194,2.5591,1.1637
Rep,50 to 64,Bachelors' degree,White,Female,White,oppose,Disapp.,Don't know,Don't know,Favorable,Oppose,Don't know,Oppose,disagree,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.8335,0.7605,0.4382,0.7834
Dem,50 to 64,Some college or trade school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.5747,0.9602,0.7988,1.0517
Und,65 and older,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9925,0.5943,0.2332,0.6016
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,50 to 85 percent,Cell,0.7778,0.5407,0.9455,0.7034,0.9158
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Support,agree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,Monroe/Northampton,Less than 50 percent,Landline,1,0.1889,0.4643,1.349,0.5699
Dem,50 to 64,Bachelors' degree,White,Female,White,Don't know,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9926,0.7238,0.3031,0.7328
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,0.7778,0.4595,0.6417,0.8777,0.6261
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,support,Approve,Reps. keep House,Favorable,Favorable,Oppose,Don't know,Support,agree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Lehigh,85 percent or higher,Landline,1,0.9113,0.9401,0.4395,0.9571
Dem,65 and older,Bachelors' degree,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Support,Oppose,Oppose,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9954,0.741,0.2963,0.7504
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.6903,0.9375,0.45,0.9944
Dem,65 and older,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Don't know,Oppose,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Landline,1,0.9921,1.5938,1.0753,1.6134
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,support,Approve,Reps. keep House,Unfavorable,Favorable,Oppose,Support,Support,agree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,50 to 85 percent,Landline,1,0.7034,0.5312,0.3031,0.5617
Rep,50 to 64,Graduate or Professional Degree,Unknown,Male,White,support,Approve,Reps. keep House,Don't know,Don't know,Don't know,Support,Support,agree,45 to 64,Postgraduate Degree,Other,Male,Somewhat likely,Republican,"White, 4-Year College Grads",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,0.7778,0.5347,0.6087,0.5032,0.5044
Dem,35 to 49,Some college or trade school,Other,Male,Other,Don't know,Disapp.,Dems. take House,Favorable,Don't know,Don't know,Don't know,Oppose,disagree,30 to 44,Some College Educ.,Democratic,Male,Somewhat likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,0.8889,0.3357,1.6188,2.5742,1.3979
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Don't know,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,18 to 29,4-year College Grad.,Other,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Monroe/Northampton,Less than 50 percent,Cell,0.6667,0.4007,0.6651,1.035,0.5013
Dem,35 to 49,High school,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4257,2.1685,3.808,2.5165
Dem,50 to 64,Some college or trade school,Unknown,Male,White,oppose,Disapp.,Dems. take House,Don't know,Unfavorable,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.803,1.1003,0.7214,1.1395
Rep,50 to 64,Bachelors' degree,White,Female,White,support,Approve,Reps. keep House,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,50 to 85 percent,Cell,1,0.5153,0.8178,0.7272,0.9141
Dem,35 to 49,Some college or trade school,White,Female,Black,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Monroe/Northampton,85 percent or higher,Cell,1,0.8655,1.3198,0.9164,1.3524
Rep,65 and older,Graduate or Professional Degree,White,Female,White,support,Disapp.,Don't know,Unfavorable,Favorable,Oppose,Don't know,Oppose,disagree,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Allentown/Bethlehem,85 percent or higher,Landline,1,0.9818,0.5666,0.244,0.5734
Rep,65 and older,Some college or trade school,White,Male,White,support,Don't know,Reps. keep House,Don't know,Unfavorable,Oppose,Support,Oppose,Don't know,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9962,1.0971,0.4441,1.1113
Dem,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,disagree,30 to 44,Some College Educ.,Other,Male,Very likely,or as a member of another political party,Nonwhite,Nonwhite,18 to 34,Non-White,Allentown/Bethlehem,Less than 50 percent,Cell,1,0.2458,1.068,3.2532,1.2516
Dem,65 and older,High school,Hispanic,Male,Hispanic,oppose,Don't know,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,agree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Allentown/Bethlehem,85 percent or higher,Cell,0.4444,0.8885,2.178,1.3455,2.0227
Rep,50 to 64,Bachelors' degree,White,Male,White,support,Don't know,Reps. keep House,Unfavorable,Favorable,Support,Oppose,Support,agree,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,Lehigh,85 percent or higher,Landline,1,0.9499,0.7956,0.3331,0.7981
Dem,35 to 49,Graduate or Professional Degree,White,Female,Other,oppose,Disapp.,Dems. take House,Unfavorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,Monroe/Northampton,Less than 50 percent,Cell,1,0.4027,0.6553,0.8893,0.7691
Dem,35 to 49,High school,White,Female,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Lehigh,85 percent or higher,Cell,0.8889,0.9525,2.5213,1.9383,2.5428
Und,18 to 34,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Don't know,Don't know,Oppose,Oppose,Oppose,agree,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Allentown/Bethlehem,50 to 85 percent,Cell,1,0.6174,0.876,0.5777,0.9012
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Don't know,Approve,Don't know,Don't know,Don't know,Support,Support,Support,agree,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Monroe/Northampton,50 to 85 percent,Cell,1,0.7965,1.1281,0.7248,1.1697
Dem,65 and older,Grade school,Unknown,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Support,Oppose,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Lehigh,85 percent or higher,Landline,1,0.9937,2.0055,1.2341,2.0305
Dem,50 to 64,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,oppose,Disapp.,Dems. take House,Don't know,Don't know,Support,Oppose,Oppose,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,Monroe/Northampton,50 to 85 percent,Cell,1,0.7954,0.5312,0.2681,0.5348
Dem,65 and older,Graduate or Professional Degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Favorable,Support,Oppose,Oppose,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Monroe/Northampton,85 percent or higher,Cell,1,0.9232,0.5943,0.2507,0.6041
Dem,50 to 64,Bachelors' degree,White,Male,White,oppose,Disapp.,Dems. take House,Favorable,Unfavorable,Support,Oppose,Oppose,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Monroe/Northampton,85 percent or higher,Landline,1,0.991,0.631,0.2608,0.6387
Rep,65 and older,Bachelors' degree,White,Male,White,support,Approve,Reps. keep House,Don't know,Favorable,Support,Support,Support,agree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Lehigh,85 percent or higher,Landline,1,0.9921,0.8323,0.3898,0.8426
