response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_hisp,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,Unknown,Rest of LA County,85 percent or higher,Cell,1,0.97,1.0612,0.5162,1.0346
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9632,1.2447,0.6998,1.2139
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Other,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,Rest of LA County,50 to 85 percent,Cell,1,0.6587,1.2841,1.2863,1.3221
Dem,50 to 64,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.4367,1.5411,2.3337,1.3622
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9537,0.8199,0.334,0.8002
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.97,1.0106,0.4812,0.9852
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Don't know,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.3498,0.7458,1.0458,0.9253
Und,35 to 49,High school,Asian,Female,Hispanic,Don't know,Dems. take House,Don't know,Don't know,30 to 44,High School Grad. or Less,Other,Female,Not very likely,Independent (No party),Nonwhite,35 to 49,Other Non-White,Santa Clarita,Less than 50 percent,Cell,0,0.2268,1.9827,6.66,0.5704
Dem,65 and older,Graduate or Professional Degree,Other,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,Other Non-White,Santa Clarita,85 percent or higher,Landline,1,0.9167,0.5804,0.2457,0.5687
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9408,1.7621,0.8258,1.7219
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.9677,0.975,0.3599,0.9557
Dem,35 to 49,Graduate or Professional Degree,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Already voted,or as a member of another political party,Nonwhite,35 to 49,Other Non-White,Santa Clarita,85 percent or higher,Cell,1,0.9573,0.6223,0.2813,0.6111
Rep,18 to 34,Some college or trade school,White,Female,White,Disapp.,Don't know,Unfavorable,Favorable,18 to 29,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,Lancaster/Palmdale,Less than 50 percent,Cell,1,0.0905,0.8951,4.7581,1.2169
Dem,50 to 64,Graduate or Professional Degree,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9608,0.4221,0.1778,0.408
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Rest of LA County,85 percent or higher,Cell,1,0.97,1.009,0.5442,0.9836
Dem,50 to 64,Some college or trade school,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.8065,0.9138,0.4678,0.9288
Rep,35 to 49,High school,White,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Santa Clarita,85 percent or higher,Cell,1,0.97,1.722,1.2348,1.6787
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Cell,1,0.9678,1.0251,0.3986,1.0048
Dem,18 to 34,High school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Don't know,18 to 29,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,18 to 34,Other Non-White,Rest of LA County,85 percent or higher,Cell,1,0.8992,1.581,1.7944,1.5526
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.9453,1.0119,0.3993,0.9771
Dem,18 to 34,Bachelors' degree,Unknown,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,Nonwhite,18 to 34,Unknown,Rest of LA County,85 percent or higher,Landline,0.8889,0.9363,1.1494,0.7343,1.1008
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Female,[DO NOT READ] Don't know/Refused,Approve,Don't know,Favorable,Favorable,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),[DO NOT READ] Don't know/Refused,50 to 64,White,Rest of LA County,85 percent or higher,Landline,1,0.8956,0.7145,0.4171,0.702
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Already voted,or as a member of another political party,"White, No 4-Year College Degree",35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.9265,0.827,0.5455,0.8171
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9588,0.6986,0.2785,0.6858
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.989,0.2968,0.969
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9668,0.6238,0.2971,0.6083
Rep,35 to 49,Bachelors' degree,White,Male,Other,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,35 to 49,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9438,0.5107,0.2409,0.4989
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9661,0.4296,0.1505,0.4189
Dem,65 and older,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,Santa Clarita,50 to 85 percent,Landline,1,0.6682,1.3488,0.7017,1.3854
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.8912,0.7741,0.4258,0.761
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",50 to 64,Unknown,Santa Clarita,50 to 85 percent,Cell,1,0.8447,1.3842,0.8707,1.3705
Dem,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Don't know,Don't know,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Already voted,Independent (No party),Nonwhite,65 and older,Hispanic,Santa Clarita,85 percent or higher,Landline,1,0.9641,1.019,0.4159,0.9995
Rep,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Unfavorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,Less than 50 percent,Landline,0.4444,0.3757,1.3932,1.4502,0.5579
Rep,50 to 64,Bachelors' degree,Other,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Already voted,Independent (No party),Nonwhite,50 to 64,Other Non-White,Rest of LA County,Less than 50 percent,Landline,1,0.3706,1.118,1.7568,1.3664
Dem,35 to 49,Some college or trade school,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,35 to 49,Other Non-White,Ventura/Simi Valley,Less than 50 percent,Landline,1,0.4489,1.0665,1.1515,1.0977
Dem,50 to 64,Bachelors' degree,Black,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,Other Non-White,Santa Clarita,85 percent or higher,Cell,1,0.9652,0.9224,0.4685,0.8995
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9354,0.8574,0.3582,0.8276
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Santa Clarita,50 to 85 percent,Landline,1,0.5286,1.4859,1.3102,1.5918
Rep,65 and older,Some college or trade school,Hispanic,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Republican,"White, No 4-Year College Degree",65 and older,Hispanic,Santa Clarita,85 percent or higher,Landline,1,0.909,1.1325,0.4482,1.1231
Und,[DO NOT READ] Refused,Some college or trade school,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Democrat,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9411,0.4918,0.3046,0.4844
Dem,65 and older,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Other,Male,Not very likely,Democrat,Nonwhite,65 and older,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,0.8889,0.811,1.1702,0.6757,0.9655
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Don't know,Unfavorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9544,0.9977,0.3732,0.9737
Rep,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,Rest of LA County,85 percent or higher,Cell,1,0.9113,0.9802,0.5886,0.9458
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,Less than 50 percent,Landline,1,0.4451,0.8481,0.8541,0.8739
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9629,0.4988,0.2461,0.4865
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9695,0.4186,0.2051,0.4051
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,Less than 50 percent,Cell,1,0.1235,2.4606,7.923,3.6483
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Santa Clarita,85 percent or higher,Cell,1,0.9606,1.1101,0.558,1.0732
Dem,18 to 34,High school,White,Female,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,High School Grad. or Less,Other,Female,Very likely,Democrat,Nonwhite,18 to 34,White,Rest of LA County,50 to 85 percent,Landline,1,0.734,2.2879,3.1157,2.2311
Und,35 to 49,Graduate or Professional Degree,White,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Santa Clarita,50 to 85 percent,Cell,1,0.8277,0.9005,0.4611,0.8942
Rep,65 and older,Some college or trade school,White,Female,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,Nonwhite,65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.5016,1.283,0.8438,1.3882
Dem,18 to 34,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,Rest of LA County,85 percent or higher,Landline,1,0.9348,0.9474,0.9026,0.9263
Dem,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9667,0.585,0.2386,0.5704
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.97,1.1215,0.4314,1.0933
Dem,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,Less than 50 percent,Landline,0.8889,0.4873,1.3649,2.3412,1.3357
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.782,0.3054,0.7567
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.975,0.359,0.9435
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,1,0.97,0.672,0.2872,0.6552
Rep,35 to 49,Bachelors' degree,Other,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Republican,Nonwhite,35 to 49,Other Non-White,Santa Clarita,85 percent or higher,Cell,1,0.9588,0.7669,0.3732,0.7412
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9601,0.9652,0.5557,0.933
Dem,[DO NOT READ] Refused,Bachelors' degree,Hispanic,Female,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Other,Male,Almost certain,Democrat,Nonwhite,50 to 64,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8962,0.5531,0.2649,0.5434
Rep,35 to 49,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Democratic,Male,Very likely,Republican,Nonwhite,35 to 49,Hispanic,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.8237,0.6836,0.3566,0.6615
Dem,65 and older,Some college or trade school,Black,Male,Black,Disapp.,Don't know,Favorable,Favorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,Other Non-White,Rest of LA County,85 percent or higher,Cell,1,0.9668,0.7289,0.3834,0.7107
Rep,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,Rest of LA County,85 percent or higher,Cell,1,0.9132,0.9405,0.5752,0.9219
Rep,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.893,0.6887,0.4045,0.6769
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",50 to 64,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.8688,1.9528,1.2708,1.9261
Dem,35 to 49,Graduate or Professional Degree,Other,Male,Asian,Don't know,Dems. take House,Favorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,35 to 49,Other Non-White,Ventura/Simi Valley,Less than 50 percent,Cell,0.5556,0.3287,0.6633,0.8853,0.6356
Rep,65 and older,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,65 and older,Hispanic,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.6551,1.1375,0.534,1.1204
Rep,18 to 34,Some college or trade school,Other,Male,Other,Disapp.,Dems. take House,Favorable,Favorable,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),Nonwhite,18 to 34,Other Non-White,Santa Clarita,Less than 50 percent,Cell,0.8889,0.2998,1.08,3.5463,1.2387
Dem,65 and older,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Favorable,65 and older,Postgraduate Degree,Other,Male,Already voted,Independent (No party),"White, 4-Year College Grads",65 and older,Hispanic,Lancaster/Palmdale,50 to 85 percent,Landline,1,0.8179,0.458,0.1757,0.4641
Dem,50 to 64,Some college or trade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),Nonwhite,50 to 64,Hispanic,Santa Clarita,85 percent or higher,Cell,1,0.8924,1.0084,0.6142,0.9732
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Ventura/Simi Valley,Less than 50 percent,Landline,1,0.1832,1.3501,3.1729,1.8201
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,Reps. keep House,Unfavorable,Don't know,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Santa Clarita,85 percent or higher,Landline,1,0.9579,1.1392,0.4092,1.1115
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Other,Female,Already voted,Independent (No party),Nonwhite,35 to 49,Other Non-White,Rest of LA County,Less than 50 percent,Cell,1,0.4589,0.6892,0.8313,0.7979
Rep,65 and older,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Rest of LA County,85 percent or higher,Landline,1,0.97,1.5854,1.0106,1.5341
Dem,50 to 64,High school,Black,Male,Black,Disapp.,Don't know,Don't know,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Very likely,[DO NOT READ] Refused,Nonwhite,50 to 64,Other Non-White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.7978,1.1694,0.9743,1.1338
Dem,50 to 64,Grade school,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Already voted,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9123,1.8482,1.1298,1.8315
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,85 percent or higher,Cell,1,0.9637,0.6064,0.2034,0.5914
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,Santa Clarita,50 to 85 percent,Landline,1,0.5824,1.3505,0.9737,1.3464
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Ventura/Simi Valley,50 to 85 percent,Cell,1,0.5251,0.7979,0.4538,0.8051
Dem,18 to 34,Some college or trade school,White,Male,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,18 to 34,White,Santa Clarita,Less than 50 percent,Cell,1,0.4879,1.4894,2.7472,1.6202
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",35 to 49,Hispanic,Santa Clarita,50 to 85 percent,Cell,1,0.844,0.8941,0.3886,0.9001
Dem,50 to 64,Some college or trade school,Other,Male,White,Don't know,Reps. keep House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",50 to 64,Other Non-White,Lancaster/Palmdale,85 percent or higher,Landline,1,0.9605,0.4918,0.2985,0.4826
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Santa Clarita,85 percent or higher,Landline,1,0.97,1.2447,0.6948,1.2044
Und,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,18 to 29,Some College Educ.,Other,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,18 to 34,White,Lancaster/Palmdale,Less than 50 percent,Cell,0.8889,0.1866,0.7192,3.6196,0.793
Dem,50 to 64,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),Nonwhite,50 to 64,White,Lancaster/Palmdale,50 to 85 percent,Cell,1,0.5881,0.8083,0.5938,0.849
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.97,0.5417,0.2038,0.5308
Dem,50 to 64,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,Nonwhite,50 to 64,White,Ventura/Simi Valley,85 percent or higher,Landline,0.8889,0.97,0.98740000000000006,0.5019,0.9509
Rep,18 to 34,Some college or trade school,Hispanic,Male,Hispanic,Approve,Reps. keep House,Don't know,Favorable,30 to 44,Some College Educ.,Republican,Male,Very likely,Republican,Nonwhite,18 to 34,Hispanic,Lancaster/Palmdale,85 percent or higher,Cell,1,0.8811,0.5684,0.4377,0.5486
Dem,65 and older,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Santa Clarita,Less than 50 percent,Landline,1,0.251,1.6278,2.4439,2.0391
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",50 to 64,White,Lancaster/Palmdale,85 percent or higher,Cell,1,0.9288,0.6056,0.3742,0.5981
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Don't know,Unfavorable,65 and older,Postgraduate Degree,Republican,Male,Not at all likely,Republican,"White, 4-Year College Grads",65 and older,White,Lancaster/Palmdale,85 percent or higher,Landline,0,0.9645,0.3777,0.1451,0.2761
