response,ager,educ,file_race,gender,race_eth,ABOLOISHICE,AFRAID,approve,ASSAULTW,CONIMMIG,ENGLISH,genballot,hdem_fav,hrep_fav,IMMCRIME,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Shawnee,50 to 85 percent,Cell,1,0.8471,1.2152,0.7042,1.2495
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,or as a member of another political party,"White, 4-Year College Grads",White,35 to 49,White,Douglas,50 to 85 percent,Cell,1,0.6331,1.4013,1.019,1.5093
Dem,65 and older,Some college or trade school,Unknown,Male,White,Don't know,disagree,Don't know,oppose,Support,disagree,Dems. take House,Don't know,Don't know,agree,65 and older,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,Unknown,Rest,50 to 85 percent,Landline,1,0.8005,0.8926,0.6746,0.8988
Und,18 to 34,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Oppose,disagree,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Other,Male,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.9065,0.7203,0.5018,0.7341
Und,50 to 64,Some college or trade school,White,Female,White,Oppose,agree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Rest,50 to 85 percent,Cell,0.7778,0.5232,1.2994,1.014,0.7918
Dem,65 and older,Bachelors' degree,White,Female,White,Don't know,agree,Disapp.,support,Oppose,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9536,0.7505,0.3504,0.761
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Support,disagree,Don't know,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,Postgraduate Degree,Other,Female,Somewhat likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Central,Less than 50 percent,Cell,0.6667,0.3746,0.4299,1.1171,0.3222
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,agree,Don't know,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Central,85 percent or higher,Landline,0.7778,0.9863,1.027,0.7525,1.0293
Dem,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Douglas,50 to 85 percent,Cell,1,0.6955,0.5668,0.4008,0.6007
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Approve,support,Don't know,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9066,0.6967,0.3592,0.6984
Dem,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Don't know,Don't know,agree,30 to 44,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.8889,0.5528,2.1022,3.1814,2.1154
Und,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Central,85 percent or higher,Landline,1,0.8866,0.8393,0.4773,0.8578
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Landline,0.8889,0.9906,1.6123,0.8734,1.6302
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,disagree,Approve,Don't know,Support,Don't know,Reps. keep House,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9847,1.2101,0.6132,1.2252
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9908,0.7031,0.3683,0.7121
Rep,18 to 34,Some college or trade school,Unknown,Female,White,Don't know,agree,Don't know,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,18 to 29,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,18 to 34,Unknown,Rest,85 percent or higher,Cell,0.7778,0.8886,0.8284,0.9043,0.7664
Dem,50 to 64,Bachelors' degree,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Douglas,50 to 85 percent,Cell,1,0.6564,0.991,0.5323,1.0607
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.8889,0.5181,0.8649,0.7732,0.8748
Dem,65 and older,High school,White,Male,Black,Don't know,agree,Disapp.,support,Support,agree,Dems. take House,Don't know,Don't know,disagree,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Shawnee,85 percent or higher,Cell,0.4444,0.8785,1.0815,0.8133,1.0382
Dem,65 and older,Bachelors' degree,White,Female,Other,Don't know,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,White,Central,85 percent or higher,Cell,1,0.9907,0.5716,0.3165,0.5788
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Unfavorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9551,1.4167,1.1466,1.4221
Dem,50 to 64,High school,Hispanic,Female,Hispanic,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Douglas,85 percent or higher,Cell,1,0.9897,1.9048,1.3203,1.9288
Dem,50 to 64,Some college or trade school,White,Male,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Douglas,85 percent or higher,Cell,1,0.9362,1.5487,0.7248,1.5532
Rep,35 to 49,Bachelors' degree,White,Male,White,Support,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,30 to 44,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.4224,1.2191,2.5957,1.4177
Rep,35 to 49,Some college or trade school,White,Male,White,Support,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,disagree,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Rest,Less than 50 percent,Cell,1,0.3523,1.5498,4.1535,1.8714
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,disagree,Reps. keep House,Favorable,Favorable,disagree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Rest,85 percent or higher,Cell,1,0.8668,0.5063,0.3843,0.5189
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,agree,Approve,support,Support,disagree,Reps. keep House,Favorable,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.7413,0.9985,0.8981,0.9649
Rep,50 to 64,High school,White,Female,White,Support,disagree,Disapp.,support,Support,disagree,Dems. take House,Don't know,Favorable,disagree,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Central,50 to 85 percent,Cell,1,0.6011,1.8401,1.939,1.8994
Rep,50 to 64,Some college or trade school,Unknown,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,45 to 64,Some College Educ.,Other,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Shawnee,Less than 50 percent,Cell,1,0.207,1.2032,3.8326,1.6372
Rep,50 to 64,High school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Favorable,Unfavorable,agree,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9868,1.8637,1.1177,1.887
Rep,35 to 49,Some college or trade school,White,Male,White,Support,agree,Approve,oppose,Oppose,agree,Don't know,Don't know,Don't know,agree,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest,50 to 85 percent,Cell,0.7778,0.7224,1.3803,1.4112,1.398
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Don't know,agree,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,50 to 85 percent,Cell,1,0.8474,1.2528,0.8415,1.2881
Rep,65 and older,Bachelors' degree,White,Female,White,Don't know,disagree,Approve,support,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9757,0.787,0.3828,0.7969
Und,50 to 64,Some college or trade school,Unknown,Female,Other,Don't know,Don't know,Disapp.,support,Oppose,agree,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,50 to 64,Unknown,Rest,50 to 85 percent,Landline,0.4444,0.6435,1.1565,0.8561,0.9933
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,Don't know,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,85 percent or higher,Cell,1,0.9749,0.6967,0.334,0.7054
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Support,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Landline,1,0.9099,0.6781,0.38,0.6908
Rep,65 and older,High school,White,Female,White,Don't know,Don't know,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.983,1.1445,0.9105,1.1588
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,85 percent or higher,Cell,1,0.8658,0.5602,0.2754,0.5743
Rep,65 and older,High school,Unknown,Female,White,Support,disagree,Approve,support,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,Central,85 percent or higher,Cell,0.7778,0.8658,1.2609,1.3137,1.1545
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Don't know,support,Oppose,disagree,Reps. keep House,Don't know,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Douglas,85 percent or higher,Landline,0.8889,0.95,1.1203,0.4664,1.1304
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,disagree,65 and older,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.99,1.2807,0.764,1.2924
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.9543,0.9485,0.5293,0.9522
Dem,35 to 49,Bachelors' degree,Unknown,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,Unknown,Douglas,85 percent or higher,Cell,1,0.9225,0.9347,0.7248,0.9507
Rep,18 to 34,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Approve,oppose,Don't know,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,1,0.5856,0.4981,0.4735,0.544
Rep,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,Other,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Don't know,Don't know,30 to 44,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,18 to 34,White,Central,85 percent or higher,Cell,1,0.9861,0.8873,0.8548,0.8984
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,agree,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest,50 to 85 percent,Cell,1,0.78,1.1175,0.8734,1.163
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,disagree,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Landline,1,0.9942,0.6605,0.3319,0.6692
Rep,65 and older,High school,White,Female,White,Don't know,Don't know,Disapp.,Don't know,Oppose,disagree,Dems. take House,Don't know,Favorable,Don't know,65 and older,High School Grad. or Less,Democratic,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,0.7778,0.9462,1.0915,0.8463,1.0788
Rep,18 to 34,Bachelors' degree,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,disagree,18 to 29,4-year College Grad.,Republican,Male,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Shawnee,50 to 85 percent,Cell,0.6667,0.8043,0.5575,0.3528,0.4825
Rep,50 to 64,Some college or trade school,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Favorable,Favorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Central,85 percent or higher,Cell,0.8889,0.894,1.5288,0.9808,1.547
Rep,65 and older,High school,White,Female,[DO NOT READ] Don't know/Refused,Oppose,agree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9943,1.4249,0.9724,1.4401
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9684,0.6467,0.3195,0.655
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9893,0.8852,0.422,0.8964
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Oppose,disagree,Approve,support,Oppose,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Rest,50 to 85 percent,Landline,0,0.8151,0.5557,0.345,0.4354
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,agree,Approve,oppose,Support,agree,Reps. keep House,Don't know,Don't know,agree,45 to 64,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.973,1.6811,1.3637,1.7024
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,45 to 64,4-year College Grad.,Other,Male,Very likely,Democrat,"White, 4-Year College Grads",White,50 to 64,White,Shawnee,85 percent or higher,Cell,1,0.9929,0.7313,0.2264,0.7386
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,18 to 29,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Douglas,Less than 50 percent,Cell,1,0.4096,0.5685,0.9545,0.6653
Und,50 to 64,Some college or trade school,White,Female,White,Don't know,disagree,Approve,support,Support,agree,Don't know,Don't know,Don't know,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,50 to 64,White,Rest,85 percent or higher,Cell,1,0.9323,1.6123,0.9281,1.6383
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Favorable,Don't know,disagree,65 and older,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Central,85 percent or higher,Cell,1,0.8667,1.4167,1.2637,1.4213
Rep,65 and older,Bachelors' degree,White,Female,White,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Landline,0.8889,0.9909,0.7505,0.3373,0.756
Dem,35 to 49,Some college or trade school,White,Female,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Shawnee,85 percent or higher,Cell,1,0.9673,1.2877,1.1362,1.3044
Rep,65 and older,Some college or trade school,White,Male,White,Support,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9926,1.2101,0.6083,1.2222
Rep,35 to 49,Graduate or Professional Degree,White,Male,Other,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Unfavorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,White,Shawnee,85 percent or higher,Landline,1,0.994,0.9144,0.5747,0.9264
Dem,18 to 34,High school,White,Female,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,18 to 29,High School Grad. or Less,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Shawnee,Less than 50 percent,Cell,0.4444,0.4485,0.9188,2.439,0.4063
Rep,65 and older,High school,White,Female,White,Oppose,disagree,Approve,oppose,Support,Don't know,Reps. keep House,Unfavorable,Unfavorable,agree,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Rest,50 to 85 percent,Landline,1,0.6027,1.2041,1.0992,1.2426
Und,50 to 64,Some college or trade school,White,Female,Other,Oppose,disagree,Approve,oppose,Support,agree,Reps. keep House,Unfavorable,Unfavorable,disagree,45 to 64,Some College Educ.,Republican,Female,Almost certain,[DO NOT READ] Refused,Nonwhite,Nonwhite,50 to 64,White,Rest,Less than 50 percent,Cell,1,0.4063,1.8316,3.5737,2.1469
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Central,85 percent or higher,Landline,1,0.9717,0.506,0.2813,0.5124
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Support,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,Unknown,Douglas,85 percent or higher,Cell,1,0.912,0.4368,0.3334,0.4449
Dem,65 and older,Grade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,disagree,Dems. take House,Unfavorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,0,0.9811,1.4804,0.9827,1.4104
Dem,18 to 34,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Favorable,disagree,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.6667,0.3961,0.8099,2.7149,0.8374
Dem,65 and older,Some college or trade school,White,Female,White,Oppose,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Central,Less than 50 percent,Landline,1,0.4358,1.0775,1.9454,1.1568
Dem,35 to 49,Graduate or Professional Degree,Unknown,Male,White,Oppose,agree,Disapp.,support,Oppose,disagree,Dems. take House,Unfavorable,Don't know,disagree,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Shawnee,85 percent or higher,Cell,1,0.885,0.8139,0.6704,0.832
Rep,35 to 49,High school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Favorable,agree,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Central,50 to 85 percent,Cell,1,0.5978,1.9932,2.9817,2.1687
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9969,0.519,0.1926,0.526
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Don't know,Don't know,Disapp.,support,Oppose,disagree,Dems. take House,Favorable,Don't know,disagree,65 and older,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Douglas,50 to 85 percent,Cell,1,0.6762,0.6968,0.3938,0.7421
Dem,65 and older,Bachelors' degree,Black,Female,Other,Oppose,disagree,Disapp.,support,Oppose,disagree,Dems. take House,Don't know,Don't know,disagree,65 and older,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Shawnee,85 percent or higher,Cell,1,0.9239,0.6005,0.3603,0.6107
Und,65 and older,Some college or trade school,White,Female,White,Don't know,disagree,Approve,support,Don't know,agree,Don't know,Don't know,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,0.4444,0.8845,1.2807,0.8551,1.2312
Dem,65 and older,Grade school,White,Male,White,Oppose,disagree,Disapp.,oppose,Oppose,agree,Dems. take House,Favorable,Unfavorable,disagree,65 and older,High School Grad. or Less,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Cell,1,0.9367,1.0815,0.7628,1.0846
Rep,65 and older,Some college or trade school,White,Male,White,Oppose,disagree,Approve,oppose,Support,disagree,Reps. keep House,Don't know,Don't know,agree,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest,85 percent or higher,Landline,1,0.9817,1.2689,0.6874,1.2779
Rep,65 and older,Some college or trade school,White,Female,White,Support,agree,Approve,support,Support,agree,Reps. keep House,Unfavorable,Favorable,agree,65 and older,Some College Educ.,Republican,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Shawnee,85 percent or higher,Landline,1,0.9887,1.2214,0.6845,1.232
Und,18 to 34,Some college or trade school,White,Female,White,Oppose,agree,Disapp.,oppose,Oppose,disagree,Don't know,Don't know,Don't know,disagree,18 to 29,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.3333,0.0956,0.8258,5.7045,0.2522
Und,18 to 34,Bachelors' degree,White,Female,White,Oppose,disagree,Disapp.,oppose,Support,agree,Don't know,Don't know,Don't know,disagree,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest,Less than 50 percent,Cell,0.4444,0.382,0.5075,1.106,0.3248
