response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight,timestamp
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,50 to 85 percent,Cell,1,0.8378,1.2524,1.0108,1.2799,2018-10-23 23:35:50
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,White,Dauphin,85 percent or higher,Landline,1,0.97,0.9254,0.6334,0.9301,2018-10-23 23:37:11
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,York,50 to 85 percent,Cell,1,0.5241,0.7362,0.422,0.8144,2018-10-23 23:38:32
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.5697,0.2289,0.5726,2018-10-23 23:38:50
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,York,85 percent or higher,Landline,1,0.97,1.4251,0.6089,1.4323,2018-10-23 23:39:26
Rep,65 and older,Some college or trade school,Other,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Non-White,York,85 percent or higher,Landline,1,0.9189,0.7544,0.3876,0.7619,2018-10-23 23:41:05
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.9402,1.3504,1.1355,1.3605,2018-10-23 23:41:23
Und,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,Unknown,Dauphin,Less than 50 percent,Landline,1,0.3595,0.5624,1.0953,0.6711,2018-10-23 23:41:41
Dem,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",50 to 64,White,York,Less than 50 percent,Landline,1,0.3614,2.0071,5.9237,2.196,2018-10-23 23:48:30
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.97,1.3504,1.1007,1.3572,2018-10-23 23:48:39
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Cumberland,85 percent or higher,Cell,1,0.9173,0.7129,0.5138,0.7201,2018-10-23 23:49:06
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",18 to 34,White,York,85 percent or higher,Cell,1,0.9106,0.7663,0.4149,0.7747,2018-10-23 23:50:27
Dem,18 to 34,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),Nonwhite,18 to 34,Non-White,Dauphin,50 to 85 percent,Landline,1,0.5291,0.6207,0.6665,0.6854,2018-10-23 23:50:45
Dem,35 to 49,High school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,Non-White,Cumberland,Less than 50 percent,Cell,0.7778,0.1695,1.2507,5.9654,1.5466,2018-10-23 23:52:15
Und,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Republican,Male,Not very likely,Republican,"White, No 4-Year College Degree",18 to 34,White,York,Less than 50 percent,Cell,0.5556,0.3512,1.4185,3.3999,0.7851,2018-10-23 23:53:18
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.8169,0.3241,0.8149,2018-10-23 23:53:36
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.97,0.7327,0.4083,0.7364,2018-10-23 23:55:42
Und,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.9439,0.8765,0.5905,0.8828,2018-10-23 23:57:12
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Dauphin,Less than 50 percent,Landline,1,0.2551,0.5925,1.3466,0.7623,2018-10-23 23:57:48
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Cumberland,50 to 85 percent,Landline,1,0.6205,0.5639,0.3966,0.6049,2018-10-24 00:00:21
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,York,85 percent or higher,Landline,1,0.8673,2.228,1.7121,2.2661,2018-10-24 00:02:18
Rep,65 and older,High school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Unknown,York,85 percent or higher,Landline,1,0.9638,1.1475,0.6552,1.1538,2018-10-24 00:02:27
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Disapp.,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",35 to 49,White,Cumberland,50 to 85 percent,Landline,1,0.5439,0.5601,0.3895,0.5802,2018-10-24 00:06:57
Rep,35 to 49,Some college or trade school,Unknown,Male,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,Unknown,Cumberland,Less than 50 percent,Cell,1,0.3342,0.5994,1.3434,0.7264,2018-10-24 00:09:12
Rep,65 and older,[DO NOT READ] Refused,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.9504,0.9323,0.524,0.9383,2018-10-24 00:12:30
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dauphin,50 to 85 percent,Landline,1,0.833,0.6537,0.3447,0.6518,2018-10-24 00:13:33
Rep,65 and older,High school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Non-White,York,85 percent or higher,Landline,1,0.97,1.3885,0.8657,1.3955,2018-10-24 00:15:44
Rep,65 and older,High school,White,Female,White,Approve,Don't know,Don't know,Don't know,65 and older,High School Grad. or Less,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,Dauphin,50 to 85 percent,Landline,1,0.5114,1.3313,2.1207,1.4795,2018-10-24 00:18:15
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",65 and older,White,York,85 percent or higher,Landline,1,0.97,0.7717,0.316,0.7698,2018-10-24 00:19:29
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,York,85 percent or higher,Landline,1,0.97,0.6884,0.3126,0.6919,2018-10-24 00:20:41
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,Unknown,Dauphin,85 percent or higher,Landline,1,0.97,0.5814,0.3326,0.5844,2018-10-24 00:23:39
Dem,35 to 49,Graduate or Professional Degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Democrat,"White, 4-Year College Grads",35 to 49,Non-White,York,50 to 85 percent,Cell,1,0.7424,0.6339,0.3793,0.6597,2018-10-24 00:25:29
Dem,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Dauphin,85 percent or higher,Landline,1,0.97,1.5834,0.9495,1.5914,2018-10-24 00:26:50
Dem,65 and older,Some college or trade school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,Unknown,Dauphin,85 percent or higher,Landline,1,0.97,0.6955,0.468,0.6991,2018-10-24 00:27:44
Rep,65 and older,High school,Black,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,Non-White,Dauphin,50 to 85 percent,Landline,1,0.5307,1.1761,1.4823,1.298,2018-10-24 00:29:41
Und,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Male,Somewhat likely,Republican,"White, No 4-Year College Degree",50 to 64,White,Dauphin,50 to 85 percent,Landline,0.7778,0.7917,1.8873,1.757,1.6659,2018-10-24 00:30:26
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,White,Dauphin,85 percent or higher,Cell,1,0.97,0.8514,0.6074,0.8557,2018-10-24 00:31:14
Rep,50 to 64,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cumberland,Less than 50 percent,Landline,1,0.3007,0.7246,1.2559,0.8986,2018-10-24 00:31:50
Rep,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Other,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",35 to 49,White,York,Less than 50 percent,Cell,0.6667,0.4583,1.0717,1.614,0.8139,2018-10-24 00:32:53
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",18 to 34,White,Cumberland,50 to 85 percent,Cell,1,0.588,0.6579,0.6767,0.7125,2018-10-24 00:34:23
Rep,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Don't know,Don't know,Favorable,30 to 44,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Cell,1,0.857,1.0317,0.569,1.051,2018-10-24 00:41:26
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Don't know,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Landline,1,0.97,0.9162,0.5235,0.9208,2018-10-24 00:48:37
Und,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Landline,1,0.97,0.7037,0.3045,0.7073,2018-10-24 00:53:16
Dem,18 to 34,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",18 to 34,White,York,50 to 85 percent,Landline,1,0.5287,0.7616,0.861,0.8411,2018-10-24 00:59:34
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,York,Less than 50 percent,Landline,1,0.4567,0.8227,1.078,0.9346,2018-10-24 01:00:55
Rep,50 to 64,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,York,85 percent or higher,Landline,1,0.886,0.8329,0.4447,0.8448,2018-10-24 01:01:56
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Male,Somewhat likely,Republican,"White, 4-Year College Grads",50 to 64,White,York,Less than 50 percent,Landline,0.5556,0.0742,1.203,4.0777,0.8151,2018-10-24 01:05:14
Rep,35 to 49,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",35 to 49,White,Dauphin,85 percent or higher,Cell,1,0.9017,0.8671,0.4894,0.8776,2018-10-24 01:08:05
Dem,35 to 49,Grade school,Hispanic,Male,Hispanic,Disapp.,Dems. take House,Unfavorable,Unfavorable,45 to 64,High School Grad. or Less,Democratic,Male,Somewhat likely,Democrat,Nonwhite,35 to 49,Non-White,Cumberland,50 to 85 percent,Cell,0.7778,0.6817,1.1792,1.0272,1.0058,2018-10-24 01:08:14
Und,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",65 and older,White,York,85 percent or higher,Landline,1,0.8791,1.5434,1.2277,1.567,2018-10-24 01:08:32
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,50 to 85 percent,Landline,1,0.6431,0.6683,0.5207,0.7123,2018-10-24 01:11:32
Rep,65 and older,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,0.5697,0.2289,0.5726,2018-10-24 01:13:47
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Cumberland,85 percent or higher,Landline,1,0.97,1.2771,0.8147,1.2836,2018-10-24 01:14:41
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.97,0.8397,0.4813,0.8439,2018-10-24 01:14:59
Dem,18 to 34,Bachelors' degree,White,Male,Black,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Other,Male,Not very likely,Independent (No party),Nonwhite,18 to 34,White,Dauphin,Less than 50 percent,Cell,0.1111,0.2835,1.0265,2.8028,0.3583,2018-10-24 01:19:35
Und,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Male,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,50 to 64,White,York,85 percent or higher,Cell,1,0.97,1.3495,0.753,1.3563,2018-10-24 01:20:56
Rep,50 to 64,High school,Unknown,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Dauphin,50 to 85 percent,Landline,1,0.6305,1.4975,1.7972,1.5265,2018-10-24 01:21:32
Und,50 to 64,High school,White,Female,White,Don't know,Reps. keep House,Don't know,Don't know,45 to 64,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",50 to 64,White,York,50 to 85 percent,Landline,0,0.6303,1.8128,1.9703,0.6551,2018-10-24 01:22:08
Dem,50 to 64,Some college or trade school,Unknown,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",50 to 64,Unknown,Dauphin,85 percent or higher,Cell,1,0.97,1.0715,0.8965,1.077,2018-10-24 01:25:17
Rep,50 to 64,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Cell,1,0.97,1.2851,0.6355,1.2916,2018-10-24 01:25:35
Dem,65 and older,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.8913,1.6427,1.5816,1.6649,2018-10-24 01:28:35
Und,65 and older,High school,White,Male,Other,Approve,Reps. keep House,Don't know,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Almost certain,Independent (No party),Nonwhite,65 and older,White,Cumberland,50 to 85 percent,Landline,1,0.6094,1.0379,0.9521,1.1168,2018-10-24 01:29:20
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",65 and older,White,Dauphin,85 percent or higher,Landline,1,0.9631,0.8765,0.5787,0.8738,2018-10-24 01:39:09
Dem,18 to 34,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",18 to 34,Unknown,York,85 percent or higher,Cell,1,0.9175,0.6209,0.3434,0.6271,2018-10-24 01:41:15
Dem,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Favorable,Favorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",35 to 49,White,Cumberland,Less than 50 percent,Cell,0.8889,0.3705,0.7554,1.4877,0.8591,2018-10-24 20:35:21
Rep,50 to 64,High school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,White,York,85 percent or higher,Cell,1,0.97,2.2778,1.7852,2.2893,2018-10-24 20:36:24
Dem,35 to 49,High school,White,Male,Other,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Democrat,Nonwhite,35 to 49,White,Cumberland,50 to 85 percent,Cell,1,0.5108,1.3108,1.7621,1.4571,2018-10-24 20:42:33
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",65 and older,White,York,Less than 50 percent,Cell,0.2222,0.2936,0.6659,1.2608,0.3363,2018-10-24 20:45:06
Dem,35 to 49,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Don't know,30 to 44,High School Grad. or Less,Democratic,Female,Almost certain,Independent (No party),Nonwhite,35 to 49,White,Dauphin,50 to 85 percent,Cell,1,0.5131,1.6512,3.0564,1.8339,2018-10-24 20:45:42
Dem,50 to 64,High school,White,Female,White,Disapp.,Don't know,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",50 to 64,White,York,85 percent or higher,Cell,1,0.8675,2.2778,1.9961,2.2677,2018-10-24 20:45:51
Und,18 to 34,Bachelors' degree,Other,Female,White,Disapp.,Reps. keep House,Don't know,Don't know,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",18 to 34,Non-White,Cumberland,50 to 85 percent,Cell,1,0.815,0.6796,0.3201,0.6785,2018-10-24 20:47:12
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,Cumberland,85 percent or higher,Cell,1,0.8954,0.9162,0.5671,0.928,2018-10-24 20:48:40
Rep,[DO NOT READ] Refused,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",65 and older,White,York,50 to 85 percent,Cell,1,0.6948,0.5134,0.2248,0.5401,2018-10-24 20:48:42
Rep,35 to 49,High school,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,30 to 44,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",35 to 49,White,York,Less than 50 percent,Cell,1,0.3342,1.5417,3.726,1.8685,2018-10-24 20:49:34
Dem,50 to 64,Some college or trade school,Black,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Very likely,Democrat,Nonwhite,50 to 64,Non-White,York,50 to 85 percent,Cell,0.7778,0.8217,0.9084,0.5551,0.8752,2018-10-24 20:50:01
Rep,50 to 64,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,Unknown,Cumberland,85 percent or higher,Cell,1,0.97,0.9986,0.5056,1.0037,2018-10-24 20:50:19
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",50 to 64,Unknown,Dauphin,85 percent or higher,Cell,1,0.965,1.9237,1.9091,1.934,2018-10-24 20:52:07
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cumberland,Less than 50 percent,Cell,1,0.0901,1.0623,4.1568,1.7544,2018-10-24 20:53:28
Und,35 to 49,Graduate or Professional Degree,Hispanic,Female,Hispanic,Approve,Don't know,Don't know,Don't know,30 to 44,Postgraduate Degree,Other,Female,Somewhat likely,or as a member of another political party,Nonwhite,35 to 49,Non-White,York,Less than 50 percent,Cell,0.4444,0.1972,0.6723,2.0611,0.4002,2018-10-24 20:56:28
Und,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Don't know,Don't know,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",18 to 34,White,Cumberland,50 to 85 percent,Cell,1,0.5935,0.7855,0.6206,0.8492,2018-10-24 20:59:01
Dem,18 to 34,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Unfavorable,Favorable,18 to 29,4-year College Grad.,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",18 to 34,White,Cumberland,Less than 50 percent,Cell,1,0.496,0.8364,1.1653,0.8762,2018-10-24 21:04:00
Dem,50 to 64,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",50 to 64,White,York,85 percent or higher,Cell,1,0.9342,1.5209,0.8803,1.5332,2018-10-24 21:04:18
Rep,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",65 and older,White,York,50 to 85 percent,Cell,1,0.8,0.7362,0.2764,0.7574,2018-10-24 21:07:00
Rep,18 to 34,High school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,30 to 44,High School Grad. or Less,Democratic,Male,Almost certain,Republican,"White, No 4-Year College Degree",18 to 34,White,York,50 to 85 percent,Cell,1,0.6081,1.3962,1.6237,1.5029,2018-10-24 21:13:09
Dem,35 to 49,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,35 to 49,White,York,Less than 50 percent,Cell,1,0.4335,1.0525,1.5908,1.2082,2018-10-24 21:15:06
Dem,50 to 64,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",50 to 64,White,Cumberland,50 to 85 percent,Cell,1,0.8317,0.6985,0.3668,0.7145,2018-10-24 21:15:24
Und,18 to 34,Some college or trade school,White,Female,Hispanic,Disapp.,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Female,Not very likely,Democrat,Nonwhite,18 to 34,White,Dauphin,50 to 85 percent,Cell,0.4444,0.6478,0.8106,0.9179,0.5031,2018-10-24 21:16:58
Rep,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",35 to 49,White,Cumberland,85 percent or higher,Cell,1,0.97,1.0091,0.4311,1.0143,2018-10-24 21:16:58
