response,ager,educ,file_race,gender,race_eth,ACHA,APPKAV,approve,genballot,hdem_fav,HEALTH,hrep_fav,SINGLEPAY,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,65 and older,Some college or trade school,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9934,1.0336,0.6593,1.0544
Rep,18 to 34,Some college or trade school,White,Male,White,Oppose,support,Disapp.,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,Some College Educ.,Other,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,0.8889,0.5213,1.0628,1.3088,1.1586
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Support,oppose,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,45 to 64,Some College Educ.,Other,Female,Somewhat likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,Sarpy,Less than 50 percent,Cell,1,0.3801,0.71,1.3618,0.6584
Rep,18 to 34,Some college or trade school,White,Female,White,Support,oppose,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,30 to 44,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Rest of Douglas,85 percent or higher,Cell,1,0.9809,1.0295,0.8282,1.0496
Rep,18 to 34,Bachelors' degree,Unknown,Male,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,18 to 29,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,0.8889,0.803,0.9388,0.7548,0.9351
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9839,0.9244,0.5871,0.9425
Rep,18 to 34,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,Reps. keep House,Don't know,No,Don't know,Support,18 to 29,Some College Educ.,Other,Male,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,1,0.484,0.9078,1.4123000000000001,0.8391
Und,50 to 64,Some college or trade school,Unknown,Female,White,Oppose,Don't know,Disapp.,Don't know,Don't know,No,Don't know,Don't know,45 to 64,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,1,0.8143,0.801,0.5526,0.8341
Dem,50 to 64,Some college or trade school,Unknown,Female,Other,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,Unknown,"Omaha, Clinton",50 to 85 percent,Cell,1,0.6806,0.7086,0.5877,0.7591
Und,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,Don't know,Approve,Reps. keep House,Unfavorable,No,Unfavorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest of Douglas,85 percent or higher,Cell,1,0.9729,1.0373000000000001,0.7217,1.0578
Dem,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,85 percent or higher,Cell,1,0.987,1.0029,0.531,1.0225
Rep,50 to 64,Some college or trade school,White,Female,White,Support,oppose,Approve,Dems. take House,Don't know,Yes,Don't know,Oppose,45 to 64,Some College Educ.,Other,Female,Not at all likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5148,0.9818,1.0268,0.6952
Dem,35 to 49,Bachelors' degree,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,"Omaha, Trump",50 to 85 percent,Cell,1,0.8079,0.872,0.5582,0.8838
Dem,65 and older,High school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9926,1.1239,0.823,1.1464
Dem,[DO NOT READ] Refused,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9967,0.8647,0.4918,0.8826
Rep,35 to 49,High school,White,Male,Other,Oppose,Don't know,Approve,Don't know,Don't know,No,Favorable,Oppose,30 to 44,High School Grad. or Less,Other,Male,Almost certain,Independent (No party),Nonwhite,Nonwhite,35 to 49,White,"Omaha, Clinton",Less than 50 percent,Cell,1,0.2726,1.4122,4.3153,1.8164
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.5286,0.7923,0.785,0.8879
Dem,50 to 64,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9713,1.0256,0.4957,1.0384
Rep,18 to 34,Some college or trade school,White,Male,[DO NOT READ] Don't know/Refused,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,18 to 29,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,Sarpy,50 to 85 percent,Cell,1,0.7909,1.0199,0.9987,1.0666
Rep,65 and older,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,Rest of Douglas,85 percent or higher,Landline,1,0.9261,1.0373000000000001,0.7582,1.0621
Dem,65 and older,Graduate or Professional Degree,Unknown,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,Unknown,"Omaha, Trump",85 percent or higher,Landline,1,0.9988,0.5792,0.29,0.5916
Dem,35 to 49,High school,Hispanic,Female,Hispanic,Don't know,Don't know,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,High School Grad. or Less,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9409,1.4985,1.3739,1.5136
Dem,50 to 64,Bachelors' degree,White,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,1,0.8915,1.093,0.5802,1.1035
Dem,65 and older,High school,Black,Female,[DO NOT READ] Don't know/Refused,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,65 and older,High School Grad. or Less,Other,Female,Very likely,Democrat,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Non-White,"Omaha, Clinton",50 to 85 percent,Cell,0.4444,0.5404,1.6136,2.3483,1.3646
Dem,65 and older,Some college or trade school,Black,Male,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,65 and older,Some College Educ.,Democratic,Male,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9749,1.1571,0.7387,1.18
Dem,[DO NOT READ] Refused,[DO NOT READ] Refused,White,Male,[DO NOT READ] Don't know/Refused,Don't know,Don't know,Approve,Dems. take House,Favorable,Don't know,Favorable,Don't know,18 to 29,[DO NOT READ] Don't know/Refused,Democratic,Female,Almost certain,[DO NOT READ] Refused,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,0.4444,0.5777,0.8827,1.1219,0.8232
Dem,18 to 34,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,18 to 29,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,50 to 85 percent,Cell,1,0.8335,0.9481,0.635,0.9839
Rep,35 to 49,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Reps. keep House,Favorable,No,Favorable,Oppose,30 to 44,4-year College Grad.,Republican,Female,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,White,Rest of Douglas,50 to 85 percent,Cell,1,0.535,1.1873,1.3103,1.2506
Rep,18 to 34,High school,White,Female,White,Oppose,oppose,Approve,Reps. keep House,Don't know,Yes,Don't know,Support,18 to 29,High School Grad. or Less,Republican,Female,Not at all likely,Republican,"White, No 4-Year College Degree",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,1,0.2863,1.1395,4.5584,0.7386
Rep,65 and older,Some college or trade school,White,Female,White,Oppose,support,Disapp.,Dems. take House,Unfavorable,No,Favorable,Support,65 and older,Some College Educ.,Democratic,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",50 to 85 percent,Landline,0.6667,0.7643,0.8461,0.6237,0.8034
Rep,65 and older,High school,White,Female,White,Oppose,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Don't know,65 and older,High School Grad. or Less,Republican,Female,Not very likely,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",50 to 85 percent,Landline,0.4444,0.8103,1.3441,1.3891,0.9805
Und,50 to 64,Bachelors' degree,White,Female,White,Support,support,Disapp.,Don't know,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Clinton",Less than 50 percent,Landline,0.4444,0.2447,0.8454,1.7863,0.6939
Dem,50 to 64,Graduate or Professional Degree,Other,Female,White,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,45 to 64,Postgraduate Degree,Other,Female,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,"Omaha, Trump",Less than 50 percent,Cell,0.7778,0.3744,0.9711,1.4938,0.5449
Rep,18 to 34,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Don't know,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.897,1.0707,0.8997,1.1003
Dem,18 to 34,Bachelors' degree,White,Male,White,Support,support,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.8002,0.9959,0.6769,1.0397
Dem,18 to 34,Bachelors' degree,White,Male,White,Don't know,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Oppose,30 to 44,4-year College Grad.,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,Less than 50 percent,Cell,1,0.412,1.1025,1.6556,1.2977
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Rest of Douglas,85 percent or higher,Cell,1,0.9312,1.2302,0.7406,1.2589
Dem,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Sarpy,85 percent or higher,Cell,1,0.9653,0.9794,0.5345,0.9909
Rep,35 to 49,Bachelors' degree,Unknown,Male,Black,Support,support,Approve,Reps. keep House,Don't know,Yes,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,Nonwhite,Nonwhite,35 to 49,Unknown,Sarpy,Less than 50 percent,Cell,1,0.3874,0.8692,1.5796,1.0362
Rep,18 to 34,Some college or trade school,White,Female,White,Support,oppose,Approve,Reps. keep House,Unfavorable,Yes,Unfavorable,Support,30 to 44,Some College Educ.,Other,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,18 to 34,White,Sarpy,Less than 50 percent,Cell,1,0.4026,0.8109,1.5443,0.959
Rep,35 to 49,Some college or trade school,Unknown,Female,White,Support,support,Don't know,Reps. keep House,Don't know,No,Don't know,Oppose,30 to 44,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Omaha, Trump",50 to 85 percent,Cell,0.7778,0.5581,0.858,1.1142,0.8364
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9463,0.7486,0.3949,0.7563
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Don't know,Don't know,Don't know,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9752,0.8463,0.4311,0.863
Dem,18 to 34,Some college or trade school,Hispanic,Female,Hispanic,Oppose,support,Disapp.,Dems. take House,Favorable,No,Unfavorable,Support,18 to 29,Some College Educ.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,18 to 34,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,0.7778,0.311,0.9562,2.5069,1.0823
Rep,65 and older,Some college or trade school,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.992,1.0896,0.7244,1.1113
Rep,35 to 49,Some college or trade school,White,Male,White,Oppose,oppose,Approve,Dems. take House,Unfavorable,No,Favorable,Support,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,50 to 85 percent,Cell,0.8889,0.7937,1.0945,0.9732,1.1275
Dem,18 to 34,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Unfavorable,Don't know,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9752,0.6976,0.3918,0.7067
Dem,65 and older,Graduate or Professional Degree,Black,Female,Black,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,"Omaha, Clinton",85 percent or higher,Landline,1,0.9902,0.8799,0.4663,0.8973
Rep,65 and older,Bachelors' degree,Unknown,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Rest of Douglas,85 percent or higher,Cell,1,0.9414,0.8966,0.5671,0.9057
Dem,50 to 64,Some college or trade school,Asian,Male,Asian,Support,Don't know,Don't know,Dems. take House,Favorable,No,Unfavorable,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,Sarpy,50 to 85 percent,Cell,1,0.7447,1.1429,0.9613,1.1647
Dem,35 to 49,Some college or trade school,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Favorable,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,85 percent or higher,Cell,0.8889,0.9089,0.8257,0.5779,0.8406
Und,35 to 49,Bachelors' degree,White,Female,White,Oppose,support,Approve,Don't know,Don't know,No,Don't know,Support,45 to 64,4-year College Grad.,Other,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Trump",85 percent or higher,Cell,1,0.9209,1.0639,0.5959,1.0741
Dem,50 to 64,Graduate or Professional Degree,White,Female,Black,Support,support,Disapp.,Dems. take House,Don't know,Yes,Don't know,Oppose,45 to 64,Postgraduate Degree,Democratic,Female,Very likely,Democrat,Nonwhite,Nonwhite,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.985,0.7287,0.3405,0.7396
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Oppose,support,Approve,Reps. keep House,Don't know,Don't know,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,1,0.9859,0.9939,0.5784,1.0133
Dem,18 to 34,Graduate or Professional Degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,30 to 44,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Rest of Douglas,Less than 50 percent,Cell,1,0.3114,0.8859,1.7287,1.1064
Rep,65 and older,High school,White,Female,White,Support,support,Disapp.,Reps. keep House,Don't know,No,Don't know,Oppose,65 and older,High School Grad. or Less,Republican,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,65 and older,White,"Omaha, Trump",50 to 85 percent,Cell,1,0.7943,1.3441,1.4172,1.4048
Dem,50 to 64,Bachelors' degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.995,0.9161,0.44,0.9347
Rep,50 to 64,Some college or trade school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.8681,1.0092,0.7647,1.0195
Rep,35 to 49,Bachelors' degree,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,4-year College Grad.,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",50 to 85 percent,Cell,0.8889,0.7469,1.0581,0.6884,1.0975
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Support,oppose,Disapp.,Dems. take House,Don't know,No,Unfavorable,Oppose,30 to 44,Postgraduate Degree,Other,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9117,0.7886,0.4715,0.8089
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Landline,1,0.8996,0.8736,0.5625,0.8975
Rep,50 to 64,Bachelors' degree,White,Female,Hispanic,Support,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Support,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Sarpy,50 to 85 percent,Cell,1,0.7725,1.0083,0.7291,1.0583
Dem,50 to 64,Bachelors' degree,Black,Male,Black,Support,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Support,45 to 64,4-year College Grad.,Democratic,Male,Not at all likely,Democrat,Nonwhite,Nonwhite,50 to 64,Non-White,"Omaha, Clinton",Less than 50 percent,Cell,0,0.165,1.1848,4.0743,0.2598
Rep,50 to 64,High school,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,Yes,Favorable,Oppose,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",Less than 50 percent,Landline,1,0.3777,1.2677,3.0603,1.5191
Rep,65 and older,Graduate or Professional Degree,Unknown,Male,White,Support,oppose,Disapp.,Dems. take House,Unfavorable,Yes,Favorable,Oppose,65 and older,Postgraduate Degree,Other,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,"Omaha, Trump",85 percent or higher,Cell,1,0.9448,0.7331,0.3792,0.7492
Rep,50 to 64,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",Less than 50 percent,Cell,1,0.3912,1.1157,1.7145,1.2245
Dem,35 to 49,Some college or trade school,Unknown,Female,White,Support,support,Disapp.,Dems. take House,Favorable,No,Favorable,Support,30 to 44,Some College Educ.,Democratic,Female,Not at all likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,"Omaha, Trump",50 to 85 percent,Cell,0.4444,0.5012,0.7352,0.9162,0.3428
Rep,35 to 49,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Favorable,Oppose,30 to 44,Some College Educ.,Other,Female,Somewhat likely,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Clinton",Less than 50 percent,Cell,0.7778,0.3486,0.9267,1.7598,0.7506
Rep,65 and older,Bachelors' degree,White,Male,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,65 and older,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,"Omaha, Trump",85 percent or higher,Landline,1,0.9851,1.1544,0.6516,1.177
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9961,0.7486,0.3751,0.7639
Rep,35 to 49,Some college or trade school,White,Female,White,Support,oppose,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,"Omaha, Clinton",50 to 85 percent,Cell,1,0.8331,1.0411,0.8509,1.0535
Rep,18 to 34,Graduate or Professional Degree,Unknown,Female,White,Support,support,Disapp.,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,Unknown,Sarpy,85 percent or higher,Cell,1,0.9708,0.6237,0.4496,0.6361
Dem,35 to 49,Some college or trade school,Unknown,Male,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Don't know,Don't know,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,Unknown,Rest of Douglas,Less than 50 percent,Cell,1,0.2489,0.806,2.2708,1.0583
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Sarpy,85 percent or higher,Cell,0,0.9727,0.9939,0.5862,0.9379
Dem,35 to 49,Some college or trade school,White,Male,White,Oppose,Don't know,Disapp.,Dems. take House,Don't know,No,Unfavorable,Support,30 to 44,Some College Educ.,Democratic,Male,Almost certain,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Rest of Douglas,85 percent or higher,Cell,0.8889,0.9588,1.0598,0.6729,1.0768
Dem,50 to 64,Some college or trade school,White,Female,White,Oppose,oppose,Disapp.,Dems. take House,Don't know,Yes,Unfavorable,Oppose,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,"Omaha, Clinton",85 percent or higher,Cell,1,0.9344,0.8561,0.5091,0.8757
Rep,50 to 64,Bachelors' degree,White,Female,White,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,"Omaha, Trump",85 percent or higher,Cell,1,0.981,1.0691,0.6044,1.09
Rep,50 to 64,Bachelors' degree,White,Female,Other,Support,support,Approve,Reps. keep House,Unfavorable,No,Favorable,Oppose,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),Nonwhite,Nonwhite,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,1,0.9747,1.1394,0.6535,1.1618
Dem,65 and older,High school,Unknown,Male,White,Support,support,Approve,Reps. keep House,Favorable,No,Unfavorable,Oppose,65 and older,High School Grad. or Less,Republican,Male,Very likely,Republican,"White, No 4-Year College Degree",White,65 and older,Unknown,"Omaha, Clinton",85 percent or higher,Cell,1,0.8839,1.198,1.1715,1.2098
Dem,50 to 64,Some college or trade school,White,Male,White,Oppose,oppose,Disapp.,Dems. take House,Favorable,Yes,Unfavorable,Support,45 to 64,Some College Educ.,Other,Male,Very likely,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Rest of Douglas,85 percent or higher,Cell,1,0.9912,1.1663,0.6572,1.1857
Dem,35 to 49,Some college or trade school,White,Female,White,Support,Don't know,Disapp.,Dems. take House,Don't know,No,Don't know,Support,30 to 44,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Sarpy,Less than 50 percent,Cell,1,0.2143,0.7697,2.5222,1.0462
Rep,18 to 34,Graduate or Professional Degree,White,Female,White,Support,support,Approve,Reps. keep House,Don't know,No,Favorable,Oppose,30 to 44,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,18 to 34,White,Sarpy,50 to 85 percent,Cell,1,0.8298,0.7755,0.6103,0.8054
