response,ager,educ,file_race,gender,race_eth,approve,genballot,hdem_fav,hrep_fav,age_combined,educ4,file_party,gender_combined,likely,partyid,race_edu,race_eth2,age_combinedb,file_race_white,region,turnout_class,phone_type,turnout_scale,turnout_score,w_LV,w_RV,final_weight
Dem,35 to 49,Bachelors' degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Oakland,85 percent or higher,Cell,1,0.97,0.9587,0.5289,0.9805
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,45 to 64,Some College Educ.,Democratic,Male,Very likely,or as a member of another political party,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,50 to 85 percent,Landline,1,0.8311,1.0179,0.9897,1.0278
Dem,65 and older,High school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Cell,1,0.97,1.161,0.6478,1.1875
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Cell,1,0.97,0.7112,0.5495,0.7274
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9233,0.8878,0.5619,0.9073
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.5768,0.4211,0.5899
Dem,50 to 64,[DO NOT READ] Refused,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,[DO NOT READ] Don't know/Refused,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.97,0.92,0.7476,0.941
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.8579,1.012,0.9457,1.0437
Dem,50 to 64,High school,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,High School Grad. or Less,Democratic,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.8748,1.4841,1.0458,1.4957
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,1.0126,0.715,1.0304
Und,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Unfavorable,Unfavorable,65 and older,4-year College Grad.,Democratic,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.673,0.4246,0.6884
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,1.028,0.7926,1.0383
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Ingham,85 percent or higher,Landline,1,0.97,0.6248,0.3775,0.6358
Dem,50 to 64,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Democrat,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,0.9843,0.7476,1.0016
Dem,50 to 64,High school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,High School Grad. or Less,Other,Female,Already voted,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.726,1.6689,1.349,1.8114
Dem,50 to 64,Some college or trade school,Other,Female,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Some College Educ.,Democratic,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,Non-White,Ingham,50 to 85 percent,Cell,1,0.5937,0.9209,1.0817,1.008
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Don't know,45 to 64,Postgraduate Degree,Other,Male,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,50 to 85 percent,Landline,1,0.607,0.9619,0.7793,1.0487
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,1.532,0.8182,1.559
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Very likely,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,50 to 85 percent,Cell,1,0.8495,1.321,0.968,1.3326
Rep,50 to 64,High school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,High School Grad. or Less,Other,Male,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,Less than 50 percent,Cell,0.7778,0.3733,1.7117,2.6229,1.7018
Rep,65 and older,Grade school,White,Male,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,High School Grad. or Less,Democratic,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.9204,1.4448,0.7332,1.492
Und,35 to 49,Some college or trade school,White,Male,White,Don't know,Don't know,Don't know,Don't know,30 to 44,Some College Educ.,Other,Male,Not at all likely,[DO NOT READ] Refused,"White, No 4-Year College Degree",White,35 to 49,White,Oakland,Less than 50 percent,Cell,0,0.0722,1.1342,6.0361,0.2351
Dem,50 to 64,Graduate or Professional Degree,Unknown,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Livingston,85 percent or higher,Landline,1,0.8977,0.5843,0.3577,0.5991
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Landline,1,0.97,1.1077,0.6104,1.1272
Und,35 to 49,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Other,Female,Very likely,Republican,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,50 to 85 percent,Landline,1,0.7595,1.1024,1.3204,1.1193
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.97,0.6894,0.3873,0.7016
Dem,65 and older,Some college or trade school,White,Female,White,Don't know,Don't know,Favorable,Don't know,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7766,0.6924,0.7943
Rep,35 to 49,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.8905,1.012,0.9113,1.0386
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.9681,1.2604,0.7702,1.2827
Dem,18 to 34,Graduate or Professional Degree,Asian,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,18 to 34,Non-White,Oakland,85 percent or higher,Cell,1,0.8849,1.4151,0.6885,1.4535
Dem,50 to 64,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,50 to 85 percent,Landline,1,0.8224,1.087,0.9392,1.1486
Dem,65 and older,Some college or trade school,White,Female,Black,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,0.9695,0.6745,0.9916
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Approve,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,50 to 64,Unknown,Ingham,85 percent or higher,Cell,1,0.97,0.7228,0.3921,0.7393
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,30 to 44,Postgraduate Degree,Republican,Female,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Landline,0.8889,0.8755,0.9118,0.5726,0.9073
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Landline,1,0.97,0.873,0.4886,0.8929
Dem,65 and older,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9641,0.7029,0.4526,0.7197
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Very likely,Republican,"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.97,1.2793,0.852,1.2921
4,18 to 34,High school,Hispanic,Male,Hispanic,Approve,Don't know,Unfavorable,Favorable,30 to 44,High School Grad. or Less,Other,Male,Not at all likely,Independent (No party),Nonwhite,Nonwhite,18 to 34,Non-White,Ingham,Less than 50 percent,Cell,0,0.2321,2.1718,5.6222,0.505
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.97,0.9695,0.6745,0.9916
Dem,35 to 49,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Other,Female,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Ingham,50 to 85 percent,Cell,1,0.5473,1.1059,1.656,1.1591
Rep,65 and older,High school,Asian,Female,Asian,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Republican,Female,Already voted,Republican,Nonwhite,Nonwhite,65 and older,Non-White,Oakland,85 percent or higher,Cell,1,0.97,1.3641,0.6776,1.3952
4,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Don't know,Don't know,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,1.0128,0.7151,1.0307
Dem,35 to 49,Bachelors' degree,White,Male,White,Approve,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.878,0.8873,0.6913,0.8941
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Favorable,Favorable,65 and older,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.8137,0.6652,0.828
Dem,35 to 49,Bachelors' degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9575,1.0764,0.6463,1.0963
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Landline,1,0.97,0.8985,0.6543,0.9144
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Very likely,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,50 to 85 percent,Cell,1,0.8377,0.582,0.447,0.5875
Dem,50 to 64,Bachelors' degree,White,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Democrat,Nonwhite,Nonwhite,50 to 64,White,Ingham,85 percent or higher,Landline,1,0.97,0.863,0.5596,0.8827
Rep,65 and older,High school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,High School Grad. or Less,Other,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Landline,1,0.9627,1.5648,0.8552,1.6024
Rep,50 to 64,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Some College Educ.,Republican,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.9643,1.0096,0.7937,1.0278
Dem,35 to 49,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Disapp.,Don't know,Favorable,Unfavorable,30 to 44,4-year College Grad.,Democratic,Male,Very likely,Independent (No party),[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,35 to 49,White,Oakland,85 percent or higher,Cell,1,0.9325,1.0605,0.5987,1.0685
Dem,50 to 64,Bachelors' degree,White,Female,Asian,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.97,1.0739,0.6014,1.0929
Rep,50 to 64,High school,Unknown,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,High School Grad. or Less,Republican,Female,Almost certain,Republican,"White, No 4-Year College Degree",White,50 to 64,Unknown,Livingston,85 percent or higher,Landline,1,0.97,1.3177,0.7748,1.3409
Rep,65 and older,Some college or trade school,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Female,Already voted,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.8111,0.734,0.8296
Rep,[DO NOT READ] Refused,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.8649,0.8873,0.7016,0.9141
Und,65 and older,Bachelors' degree,White,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,65 and older,4-year College Grad.,Republican,Male,Already voted,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,White,Oakland,85 percent or higher,Cell,1,0.97,0.8747,0.4833,0.8947
Rep,65 and older,Graduate or Professional Degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Don't know,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Oakland,50 to 85 percent,Landline,1,0.6553,0.7243,0.6112,0.8043
Dem,65 and older,Some college or trade school,White,Male,Hispanic,Disapp.,Dems. take House,Favorable,Don't know,65 and older,Some College Educ.,Republican,Male,Very likely,Independent (No party),Nonwhite,Nonwhite,65 and older,White,Ingham,85 percent or higher,Landline,0,0.97,0.8017,0.6004,0.751
Dem,50 to 64,Bachelors' degree,Hispanic,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Democratic,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Non-White,Livingston,85 percent or higher,Cell,1,0.97,0.7662,0.5117,0.7837
Rep,65 and older,Some college or trade school,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,Some College Educ.,Republican,Male,Already voted,Republican,"White, No 4-Year College Degree",White,65 and older,White,Oakland,85 percent or higher,Cell,1,0.97,0.9976,0.6452,1.0204
Rep,50 to 64,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,50 to 64,White,Oakland,85 percent or higher,Cell,1,0.97,1.1217,0.6374,1.1415
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Dems. take House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9355,0.8901,0.5886,0.8969
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.9458,0.7015,0.4662,0.7152
Dem,35 to 49,Bachelors' degree,Asian,Female,Black,Disapp.,Dems. take House,Favorable,Favorable,30 to 44,4-year College Grad.,Democratic,Female,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,Non-White,Ingham,85 percent or higher,Cell,1,0.8874,0.7704,0.5372,0.791
Rep,35 to 49,Graduate or Professional Degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,Postgraduate Degree,Republican,Female,Almost certain,Republican,"White, 4-Year College Grads",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.97,0.7304,0.5315,0.7433
Dem,65 and older,Some college or trade school,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Female,Already voted,Democrat,"White, No 4-Year College Degree",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.8966,0.7791,0.6782,0.8087
Rep,65 and older,Some college or trade school,Unknown,Male,[DO NOT READ] Don't know/Refused,Approve,Reps. keep House,Don't know,Don't know,65 and older,Some College Educ.,Republican,Male,Almost certain,Republican,[DO NOT READ] Don't know/Refused,[DO NOT READ] Don't know/Refused,65 and older,Unknown,Livingston,50 to 85 percent,Cell,1,0.7634,0.7137,0.6984,0.7488
Dem,65 and older,High school,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,High School Grad. or Less,Democratic,Female,Almost certain,or as a member of another political party,"White, No 4-Year College Degree",White,65 and older,Unknown,Ingham,85 percent or higher,Cell,1,0.9648,1.0018,0.5592,1.0197
Dem,35 to 49,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Oakland,50 to 85 percent,Landline,1,0.634,1.1637,0.9988,1.259
Und,35 to 49,Graduate or Professional Degree,Other,Male,White,Disapp.,Reps. keep House,Favorable,Unfavorable,30 to 44,Postgraduate Degree,Republican,Male,Very likely,Republican,"White, 4-Year College Grads",White,35 to 49,Non-White,Oakland,50 to 85 percent,Cell,1,0.8303,0.8405,0.4852,0.8487
Rep,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Republican,"White, 4-Year College Grads",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7112,0.5495,0.7274
Rep,35 to 49,Bachelors' degree,Unknown,Female,White,Approve,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,Unknown,Livingston,50 to 85 percent,Landline,1,0.8361,0.8043,0.6693,0.8325
Dem,50 to 64,Bachelors' degree,Unknown,Male,White,Disapp.,Reps. keep House,Favorable,Favorable,45 to 64,4-year College Grad.,Republican,Male,Very likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,Unknown,Livingston,85 percent or higher,Landline,0.3333,0.8629,0.7526,0.5137,0.6779
Dem,65 and older,Bachelors' degree,Unknown,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Livingston,85 percent or higher,Landline,1,0.97,0.6046,0.4263,0.6184
Dem,35 to 49,Graduate or Professional Degree,Asian,Female,Asian,Disapp.,Dems. take House,Unfavorable,Unfavorable,30 to 44,Postgraduate Degree,Democratic,Female,Very likely,Independent (No party),Nonwhite,Nonwhite,35 to 49,Non-White,Ingham,50 to 85 percent,Landline,1,0.5428,0.6564,0.717,0.6886
Dem,18 to 34,Bachelors' degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,18 to 29,4-year College Grad.,Democratic,Male,Already voted,Democrat,"White, 4-Year College Grads",White,18 to 34,White,Oakland,50 to 85 percent,Cell,1,0.6697,1.9707,1.4544,2.1776
Dem,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Some College Educ.,Democratic,Male,Very likely,Democrat,"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Landline,1,0.97,0.9689,0.79,0.9787
Dem,35 to 49,Some college or trade school,White,Male,Black,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Some College Educ.,Other,Male,Almost certain,Democrat,Nonwhite,Nonwhite,35 to 49,White,Ingham,Less than 50 percent,Cell,1,0.423,0.9115,1.996,1.0647
Rep,50 to 64,Some college or trade school,White,Female,White,Approve,Reps. keep House,Don't know,Favorable,45 to 64,Some College Educ.,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Oakland,85 percent or higher,Landline,1,0.97,1.2793,0.852,1.3018
Dem,65 and older,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.5458,0.3259,0.5582
Dem,65 and older,Graduate or Professional Degree,Black,Male,Other,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Male,Already voted,Democrat,Nonwhite,Nonwhite,65 and older,Non-White,Ingham,85 percent or higher,Landline,1,0.97,0.4861,0.271,0.4972
Dem,50 to 64,Graduate or Professional Degree,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.97,0.6896,0.3874,0.7017
Und,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Don't know,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Democrat,"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Cell,1,0.97,0.7015,0.4548,0.7139
Rep,35 to 49,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Unfavorable,Favorable,45 to 64,4-year College Grad.,Other,Male,Not at all likely,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,50 to 85 percent,Cell,0,0.7341,0.9501,0.8671,0.4058
Dem,35 to 49,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,45 to 64,Postgraduate Degree,Democratic,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,35 to 49,White,Ingham,85 percent or higher,Landline,1,0.9691,0.7015,0.4552,0.7139
Dem,65 and older,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Some College Educ.,Democratic,Male,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,65 and older,White,Livingston,85 percent or higher,Landline,1,0.97,0.7651,0.6249,0.7786
Rep,65 and older,Graduate or Professional Degree,Unknown,Female,White,Approve,Reps. keep House,Don't know,Favorable,65 and older,Postgraduate Degree,Republican,Female,Almost certain,Independent (No party),"White, 4-Year College Grads",White,65 and older,Unknown,Ingham,85 percent or higher,Landline,1,0.97,0.4919,0.297,0.5005
4,65 and older,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Favorable,Unfavorable,65 and older,4-year College Grad.,Republican,Female,Already voted,Independent (No party),"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.9684,0.7135,0.499,0.7299
Und,50 to 64,Bachelors' degree,White,Male,White,Approve,Reps. keep House,Don't know,Unfavorable,45 to 64,4-year College Grad.,Republican,Male,Almost certain,Independent (No party),"White, 4-Year College Grads",White,50 to 64,White,Livingston,85 percent or higher,Cell,1,0.8551,0.8853,0.6687,0.9134
Rep,35 to 49,Some college or trade school,White,Male,White,Disapp.,Dems. take House,Favorable,Favorable,45 to 64,Some College Educ.,Democratic,Male,Already voted,Independent (No party),"White, No 4-Year College Degree",White,35 to 49,White,Livingston,85 percent or higher,Cell,1,0.97,0.9689,0.79,0.991
Dem,65 and older,Graduate or Professional Degree,White,Female,White,Disapp.,Dems. take House,Favorable,Unfavorable,65 and older,Postgraduate Degree,Democratic,Female,Already voted,Democrat,"White, 4-Year College Grads",White,65 and older,White,Ingham,85 percent or higher,Landline,1,0.97,0.554,0.3606,0.5666
Und,50 to 64,[DO NOT READ] Refused,White,Female,White,Don't know,Don't know,Don't know,Don't know,45 to 64,[DO NOT READ] Don't know/Refused,Republican,Female,Almost certain,Independent (No party),"White, No 4-Year College Degree",White,50 to 64,White,Ingham,85 percent or higher,Cell,1,0.9286,0.9639,0.7499,0.9845
Rep,18 to 34,Bachelors' degree,White,Female,White,Approve,Reps. keep House,Unfavorable,Favorable,30 to 44,4-year College Grad.,Republican,Female,Somewhat likely,Independent (No party),"White, 4-Year College Grads",White,18 to 34,White,Ingham,Less than 50 percent,Cell,0.4444,0.466,1.4044,2.3611,0.9377
